UserID,Age,MonthlySpend,PreferredPayment,SubscriptionType,LastLogin,SessionDurationMinutes
10250,63,262.7238181783452,,Basic,2023-11-16,40.736431419197714
10047,30,2995.2940692018738,,Free,2023-06-14,65.62972898829196
10283,20,1082.237884664741,Card,Premium,2023-03-16,47.240642979155744
10318,57,895.9784374960793,UPI,,2023-06-17,40.46745793693277
10229,46,2212.8316757839552,,Premium,2023-01-15,38.23336503773251
10238,64,1462.2466084934317,UPI,Basic,2023-12-21,55.930383935498675
10228,18,9062.640975808794,,,2023-11-22,57.29445946350383
10492,48,1053.6198164701075,UPI,Free,2023-11-03,16.980935737187515
10249,34,246.1145133501408,Wallet,,2023-10-29,42.479599750098345
10062,41,4589.282664048396,UPI,Basic,2023-08-27,42.479599750098345
10017,,4474.798634247034,Card,Free,2023-08-23,11.679130587089738
10073,44,4462.7325762275195,Card,Premium,2023-05-19,48.12332370678227
10160,18,2329.0787960471534,Card,Premium,2023-04-24,54.14725259923914
10277,,8235.339860664897,,Free,2023-12-24,53.53305029239905
10239,63,2893.1635963433473,Card,,2023-11-21,40.047485369393094
10169,64,12999.098823103757,UPI,,2023-09-26,39.22945250922129
10355,46,250.2309857092876,UPI,,2023-03-22,58.15912741970436
10019,59,6113.416597564445,,Basic,2023-05-16,61.81878221740401
10278,32,1126.4135831947142,,Free,2023-11-11,46.08364912632635
10410,32,6949.010803473374,Card,,2023-12-26,63.355829617314214
10178,,124.54350331915559,Card,Basic,2023-06-14,38.89650751124097
10443,63,1828.1198065523645,,Basic,2023-08-19,61.700205238961104
10261,39,619.5460360343488,UPI,,2023-11-15,55.255739616544744
10140,59,2267.41441737215,Card,Free,2023-10-09,61.209628500023854
10352,20,3117.7323757898994,Card,Basic,2023-05-05,40.4838412635166
10252,,5579.573830821321,,,2023-10-12,34.42032217182684
10437,150,1170.3328526971234,UPI,,2023-08-13,43.08060565035954
10219,48,637.6466271779911,UPI,Basic,2023-04-26,64.3292952674274
10257,43,250.2309857092876,Card,,2023-09-18,31.952924346994955
10428,41,4076.380235377908,Card,Free,2023-01-26,45.362074977556645
10331,42,5681.442540751832,Card,Basic,2023-04-24,43.70697561048862
10114,36,6.689330847152092,UPI,Premium,2023-02-14,30.39531059771156
10011,22,6.689330847152092,Card,Free,2023-11-21,30.39531059771156
10221,33,227.98949139651975,UPI,Free,2023-02-23,42.04548447094353
10095,-5,265.67093758860887,UPI,Free,2023-12-26,30.554579107015854
10369,-5,3863.8843751757895,Card,,2023-05-28,26.929200819306296
10297,33,564.5634093362645,UPI,Free,2023-05-15,28.587365124845512
10123,26,476.98108447465694,Card,Basic,2023-04-07,43.225197964755075
10417,59,809.5682103057662,,Free,2023-11-25,48.806449194016025
10268,150,4364.377581137292,Wallet,Free,2023-01-18,63.108199883153624
10077,150,2486.799400730023,UPI,,2023-10-13,5.940999438714272
10460,42,1892.1626289055148,,,2023-01-16,52.502614744982054
10483,61,3916.2103205219605,Wallet,Premium,2023-07-04,38.063040803566324
10088,37,1656.081690725484,Card,,2023-02-09,69.31204984437595
10488,,1326.4376215956354,UPI,Free,2023-10-28,53.81781091959154
10457,51,628.156014571049,Wallet,Basic,2023-07-28,47.68420544255434
10114,33,3301.5395942133055,Wallet,,2023-12-09,38.89650751124097
10488,28,2632.1032922688346,Wallet,Free,2023-01-12,66.95364747463722
10267,25,4624.773460670578,Card,Premium,2023-11-30,32.19985669644315
10000,38,2520.4612483312835,UPI,Free,2023-04-22,41.15598805169488
10151,47,4462.7325762275195,UPI,Basic,2023-03-07,71.2886756151209
10445,18,1152.4806649545144,Card,,2023-01-23,53.959790522237284
10011,25,1714.0524624368954,,Free,2023-09-06,72.55214857792541
10227,43,3173.429867509827,Card,Basic,2023-01-31,59.13205116997956
10114,35,5111.192114621717,Card,Free,2023-07-13,47.26124964555208
10496,-5,790.4621024695825,,Premium,2023-05-08,34.19671517602177
10422,50,3439.497680909438,Wallet,Free,2023-08-15,65.01491247407183
10381,21,101.17474097387199,Card,Basic,2023-03-24,29.923364694744002
10496,,197.2053808071346,Card,,2023-01-08,35.256688570903776
10450,25,2034.0167877063495,UPI,Free,2023-11-13,44.90690561894765
10315,-5,6872.309005660624,Card,,2023-02-18,74.3775225927362
10490,18,5196.884070094517,Card,Free,2023-02-04,37.37361011792139
10083,54,574.2401187383529,Wallet,,2023-12-08,43.06619059564513
10146,18,2103.7904613352725,Wallet,Free,2023-11-26,28.592639573113594
10060,,869.4237332797237,Wallet,Free,2023-06-05,42.23639714364918
10104,38,2329.0787960471534,Wallet,Basic,2023-07-20,50.87372638111705
10283,25,790.4621024695825,Card,Basic,2023-10-24,59.18221001338379
10122,,772.8669947965352,,Premium,2023-11-28,43.62321905078715
10419,57,481.3612237058027,Card,Premium,2023-02-01,41.02362519867259
10109,46,3594.69182390414,UPI,Basic,2023-06-10,36.83205053295661
10181,,550.9210322800749,,Basic,2023-07-28,30.554579107015854
10029,27,5167.92097501059,Card,Free,2023-01-03,59.11736940057474
10149,41,4959.3335979785825,Card,Basic,2023-08-16,54.274751684404386
10105,38,1027.205719862787,Card,Free,2023-07-23,32.97106220123425
10108,18,1265.8400728407173,UPI,Free,2023-02-05,45.69616103954031
10228,150,1924.238424519281,Card,Free,2023-06-02,48.80275898645479
10417,18,789.6395080533052,Wallet,,2023-01-26,33.09440351748298
10045,29,917.444383698472,UPI,Premium,2023-05-06,27.916150938706732
10349,60,67.20683651133332,Card,Basic,2023-05-25,61.382240013489806
10447,26,2119.4246770510254,UPI,Free,2023-09-20,69.08839322996315
10446,27,8279.254243581805,,Basic,2023-07-09,43.18658124797263
10031,19,286.66522490524636,UPI,Basic,2023-02-04,50.20519665950533
10075,30,4432.31431086668,UPI,Free,2023-12-31,31.53098691662005
10350,33,4749.649136448425,UPI,,2023-12-15,39.35715629675202
10267,60,917.444383698472,,Basic,2023-06-23,49.62767656127804
10236,49,2035.9783273757187,UPI,Free,2023-07-22,56.028063462619855
10356,20,679.540019182479,Card,Free,2023-02-01,53.959790522237284
10041,39,4250.010270121105,Card,Basic,2023-03-05,43.2989204264091
10343,,1842.9048895746184,,,2023-03-18,60.563955598187505
10182,21,1948.4067123668167,,Free,2023-07-08,43.22545141983962
10478,39,1892.1626289055148,,,2023-05-02,62.517999208652036
10315,18,2509.6462861965438,,Free,2023-11-27,41.94125356091234
10347,,5681.442540751832,Card,Free,2023-12-29,35.27919320379745
10229,59,3117.7323757898994,UPI,Free,2023-07-25,16.980935737187515
10023,62,5656.367807308663,Wallet,Free,2023-01-19,49.80003654530999
10298,,2625.31278153548,Card,Free,2023-03-04,19.697542586602147
10347,45,10765.988585004647,,Basic,2023-06-20,87.41647629989252
10165,24,1650.3553566337853,UPI,Free,2023-08-29,36.91700939312924
10160,59,1948.4067123668167,UPI,Basic,2023-11-16,50.28303957719335
10387,37,4394.783335652302,,Basic,2023-03-01,49.80003654530999
10391,22,5883.833626723927,Card,Basic,2023-07-28,47.80991257498222
10284,150,433.84457885818915,Wallet,,2023-11-04,55.87236396285336
10429,54,341.9267319298893,Card,Free,2023-02-20,37.03840152129368
10187,150,6805.868132910503,UPI,Basic,2023-10-28,40.4838412635166
10489,28,227.98949139651975,Card,Free,2023-10-10,30.700563955079673
10325,57,4542.139805531729,UPI,Free,2023-06-01,22.870042378997418
10429,34,1266.4292766122478,UPI,Basic,2023-08-06,46.91243678301759
10423,27,6081.082268752595,,Free,2023-07-08,46.252742157411895
10311,58,1066.1725916414232,,Basic,2023-11-21,38.077907468756955
10184,-5,3016.9427184828633,Card,,2023-02-05,45.559604820584255
10376,51,2356.205037678496,UPI,Free,2023-06-10,42.952454244258384
10176,42,476.98108447465694,UPI,Free,2023-01-03,8.670946098652443
10334,61,278.8623757839739,Card,Basic,2023-05-22,51.25784420675807
10034,41,619.5460360343488,Card,,2023-07-13,47.92516800639796
10355,55,2379.8627148294195,Wallet,Premium,2023-04-09,58.31758973460586
10052,38,737.814712258572,Wallet,Basic,2023-03-14,60.976152906895685
10160,21,2178.095545497797,UPI,Free,2023-01-01,53.534905010033754
10232,39,1943.3151391082667,Wallet,Basic,2023-01-23,58.76763694281399
10283,55,2893.1635963433473,Card,Free,2023-09-14,75.01217520436788
10320,56,13291.862619979864,Wallet,,2023-03-06,50.08150581918547
10078,42,4474.798634247034,UPI,,2023-05-30,66.91170316103904
10361,37,1118.1880640036666,Card,Free,2023-05-09,28.60847014418404
10314,33,0.0,UPI,,2023-04-25,45.03668792043022
10416,23,2486.799400730023,,Free,2023-11-08,42.938880355690976
10376,48,1314.345245045799,Card,Premium,2023-02-26,29.573372011567834
10228,42,3859.628768193087,UPI,Free,2023-10-28,35.56873699012478
10475,26,1237.6966370584923,Card,Basic,2023-01-08,48.806449194016025
10145,-5,2807.0985884842567,Card,Free,2023-08-04,63.11775402126706
10013,,15466.695444777866,Card,Premium,2023-11-14,53.34118268556033
10240,46,5246.030942211806,UPI,Free,2023-04-15,29.485311301793992
10183,21,6659.504440767454,,Premium,2023-12-14,59.36350180753741
10025,26,4864.922367808286,UPI,Free,2023-09-21,57.53647295862792
10370,44,1572.7874116890273,,Premium,2023-07-31,38.063040803566324
10394,,1696.8865782626108,Card,Premium,2023-02-19,52.79610428363449
10159,64,2673.592010243238,UPI,Premium,2023-05-20,42.04548447094353
10410,29,1521.8058386730659,UPI,Basic,2023-09-06,63.52459205679047
10022,,8517.507041753754,,Free,2023-05-01,53.34118268556033
10138,27,1595.097782135691,Wallet,Free,2023-11-13,29.06183779134262
10108,30,938.6808670415305,UPI,Free,2023-12-15,22.65670007335011
10353,59,3069.4576656322242,UPI,,2023-01-16,37.08440150073256
10372,48,4864.922367808286,UPI,,2023-10-02,36.83205053295661
10242,48,4588.40736670511,,Basic,2023-08-31,48.09308378302391
10038,47,169.44128011120947,,Premium,2023-08-10,60.563955598187505
10248,40,2038.281785043505,UPI,Free,2023-12-16,58.389368032776666
10402,34,500.97640422987257,UPI,Free,2023-07-05,63.11775402126706
10077,27,1141.3477463894665,UPI,Free,2023-09-08,22.65670007335011
10219,,8238.204943157922,,Free,2023-01-28,63.52459205679047
10189,19,10765.988585004647,UPI,Premium,2023-10-31,42.38450055003696
10254,19,491.30218657678296,UPI,Free,2023-07-31,45.03668792043022
10130,51,2655.5084106750014,Card,Basic,2023-09-06,46.30406370368536
10039,48,2012.3877632257472,Wallet,Free,2023-12-08,56.647891744066186
10226,63,566.5897529032197,Card,,2023-08-16,72.55214857792541
10131,49,2486.799400730023,UPI,Free,2023-07-26,17.09024758663379
10079,58,1282.686974151896,UPI,Free,2023-03-12,20.835476706244158
10255,54,1956.8754464516082,,Basic,2023-06-09,75.85926005096043
10094,37,242.32237968149266,UPI,Free,2023-02-05,43.55252417591326
10157,25,2070.0252334928127,UPI,Premium,2023-09-09,51.92853238594094
10330,41,6184.985878508839,Card,,2023-04-13,22.870042378997418
10034,25,5196.884070094517,Wallet,Free,2023-09-11,28.592639573113594
10218,,7811.487996891477,Card,,2023-10-08,46.252742157411895
10454,52,2361.5679579600146,UPI,,2023-01-08,26.929200819306296
10417,64,679.540019182479,Card,Basic,2023-09-30,55.19049753743624
10139,32,834.5228279072863,Card,Free,2023-07-20,53.34118268556033
10350,61,2430.9824521592495,Card,Premium,2023-03-24,42.34137312910861
10446,38,2103.7904613352725,UPI,Free,2023-05-03,50.118148513162915
10326,35,341.9267319298893,Card,Basic,2023-05-16,63.60093359534699
10143,38,118.79875536099102,,Basic,2023-02-28,40.725083632639
10127,22,1130.2456487072318,UPI,,2023-06-05,50.20519665950533
10223,61,2035.9783273757187,Wallet,Free,2023-01-22,63.751310912614635
10067,150,2097.751366691303,,Free,2023-12-01,52.65783525837935
10203,46,4394.783335652302,,Basic,2023-08-05,48.293642881085994
10122,61,10742.722779951115,Card,Basic,2023-11-24,43.47096909535492
10412,36,594.5043970622327,,Free,2023-08-09,36.57545017039778
10198,18,3151.6387055402233,,,2023-03-04,63.751310912614635
10327,-5,475.339888317943,Card,Premium,2023-04-17,22.870042378997418
10052,19,3446.146510879585,,,2023-08-23,53.77201125449378
10404,62,2267.41441737215,,Basic,2023-04-12,55.930383935498675
10297,52,7075.73150985409,UPI,Free,2023-05-09,36.775658470552976
10345,51,834.5228279072863,Card,Basic,2023-09-10,36.667885432167935
10354,27,2593.31164862305,Card,Premium,2023-04-03,39.0979016056283
10135,39,7303.321926787687,UPI,Basic,2023-04-25,43.62321905078715
10379,27,1656.081690725484,,Premium,2023-08-25,42.51142943568824
10313,50,7075.73150985409,UPI,Free,2023-05-15,51.25784420675807
10149,62,1596.1567528097275,UPI,,2023-08-10,51.346779725306
10005,40,2894.476861680848,,Free,2023-08-03,29.063426898013567
10414,,309.2956792497269,UPI,Free,2023-07-23,57.215635358703366
10193,36,9141.767865225842,UPI,Free,2023-06-08,43.22545141983962
10021,45,5167.92097501059,,Premium,2023-10-27,65.01491247407183
10240,40,1082.237884664741,,Free,2023-03-22,66.95364747463722
10098,20,4470.089262467065,UPI,Basic,2023-02-01,54.274751684404386
10039,30,2178.095545497797,UPI,Basic,2023-02-28,36.51075790189334
10444,49,3016.9427184828633,UPI,,2023-09-21,32.915671849055244
10128,42,4250.010270121105,Wallet,Free,2023-08-17,54.274751684404386
10070,25,3916.2103205219605,,Premium,2023-09-13,62.41051004075261
10407,23,6539.297179411797,Card,Free,2023-09-09,53.534905010033754
10274,34,619.5460360343488,,Premium,2023-08-14,49.73665222236386
10264,33,1650.3553566337853,UPI,Free,2023-05-10,35.423964688140444
10022,40,1656.081690725484,,Basic,2023-03-19,46.30406370368536
10219,27,1911.9305933042385,Card,Free,2023-01-27,42.56036414051895
10388,48,4233.376775231305,UPI,Basic,2023-02-11,41.17957047323712
10114,35,1597.174928455757,UPI,,2023-06-20,62.0189810804963
10117,46,4452.550518183049,Card,Basic,2023-01-05,30.77547789423258
10429,47,1158.8777480508456,UPI,,2023-06-13,40.42468102602
10207,37,5069.982120787685,Wallet,Free,2023-02-25,55.87236396285336
10224,38,1152.8867810919903,UPI,Free,2023-01-21,34.42032217182684
10001,34,455.4345281241967,UPI,Free,2023-12-20,53.502705390259464
10151,25,250.2309857092876,Card,Free,2023-06-03,52.1417824577067
10336,-5,433.84457885818915,,Basic,2023-04-14,34.80144389845343
10341,48,1436.1792561439922,Card,,2023-11-18,49.55724372966475
10139,50,2083.1192466535745,UPI,Premium,2023-02-01,47.16584950305476
10067,,8792.979370745317,Wallet,,2023-01-03,45.559604820584255
10437,,6063.342953393419,UPI,,2023-08-16,48.95222159931374
10248,53,6659.504440767454,Card,Basic,2023-08-21,34.83923578565612
10286,23,7817.390537471828,UPI,,2023-05-02,51.11067626347898
10339,22,5656.367807308663,Wallet,Basic,2023-04-12,32.915671849055244
10161,32,2893.1635963433473,Card,Free,2023-04-05,41.02362519867259
10458,56,163.95499747707314,,Basic,2023-03-30,50.14122707222659
10270,19,6872.309005660624,UPI,Basic,2023-10-20,53.11742788280629
10253,18,3001.5426708518244,,Basic,2023-05-06,27.738269430883555
10031,60,91.63771959432246,Card,,2023-07-08,43.06619059564513
10133,26,3863.8843751757895,Card,,2023-01-01,46.252742157411895
10413,36,1663.0216867817953,Card,Free,2023-04-14,44.515612144198585
10330,19,2031.1340184569215,,Free,2023-06-02,36.51075790189334
10272,31,5275.099938679829,UPI,,2023-10-30,52.424172251881544
10304,51,2807.0985884842567,UPI,Premium,2023-07-09,27.117686615449355
10151,56,5217.314792920736,,,2023-05-18,37.03840152129368
10311,30,475.339888317943,Card,Basic,2023-08-07,64.6394093562367
10256,28,1904.2311847605713,,Basic,2023-05-17,63.11775402126706
10327,34,1404.3197620088483,Card,Free,2023-01-07,27.738269430883555
10151,61,9141.767865225842,Card,Basic,2023-01-07,42.51142943568824
10484,,4156.623648714886,Card,Free,2023-04-24,45.724754862940664
10431,22,3117.7323757898994,Card,Basic,2023-09-16,56.647891744066186
10432,-5,11116.056161483088,UPI,Basic,2023-12-12,37.020527194548606
10361,35,744.3614110195858,UPI,Free,2023-08-19,61.382240013489806
10153,150,1498.803177854466,,Free,2023-10-03,38.71114185005726
10462,57,6659.504440767454,Card,Basic,2023-04-22,52.20902653713999
10408,37,4958.565037861041,Card,Premium,2023-10-27,50.392786687566215
10018,32,12999.098823103757,,Premium,2023-03-15,60.976152906895685
10320,49,3574.786686949523,,,2023-10-12,87.33595093459
10442,,242.32237968149266,,Basic,2023-01-14,39.6352917094562
10009,52,2401.685659451836,Card,Basic,2023-06-12,53.11742788280629
10238,43,1956.8754464516082,,Free,2023-07-12,38.29233379388846
10065,,2683.1564224334625,UPI,Free,2023-05-30,37.44366221993823
10140,54,53.05389914135366,Card,Basic,2023-11-03,43.34469309374846
10472,26,1037.9770859766727,Card,,2023-08-17,52.1417824577067
10119,64,1266.4292766122478,Wallet,Free,2023-11-25,36.57545017039778
10095,54,520.5011624265157,UPI,Free,2023-10-22,25.6455651911822
10359,40,50000.0,Card,Free,2023-06-16,51.11067626347898
10421,49,3479.5973116525092,Wallet,Basic,2023-08-26,53.304358258994796
10146,64,5167.92097501059,Card,Free,2023-10-04,47.26124964555208
10066,34,1948.4067123668167,UPI,,2023-09-10,69.31204984437595
10243,48,9141.767865225842,,Premium,2023-04-10,47.22238152671183
10158,37,1037.9770859766727,,,2023-09-05,33.29773229313801
10016,35,8770.508779410799,UPI,,2023-10-02,59.36350180753741
10310,62,87.3776318176079,UPI,Free,2023-10-04,61.81878221740401
10477,49,11116.056161483088,Wallet,Free,2023-01-20,69.08839322996315
10290,23,1904.2311847605713,UPI,Basic,2023-03-19,52.398423322038184
10146,,809.5682103057662,UPI,Free,2023-04-25,37.89336854703836
10133,43,53.05389914135366,Wallet,Basic,2023-04-22,52.254170801015555
10385,61,5609.134950792709,Card,Basic,2023-03-12,24.19519031155076
10430,18,83.53782911248173,UPI,Basic,2023-02-08,68.69084733789936
10485,21,3434.219962375315,Card,Free,2023-05-17,72.55214857792541
10412,34,1631.068193969838,,Premium,2023-07-28,18.950083620124293
10198,29,14608.30693414678,,Basic,2023-05-11,17.781705050693976
10133,28,4043.756281816466,,Free,2023-06-16,37.89336854703836
10452,37,1912.56926190968,UPI,Free,2023-06-21,59.30709047928873
10227,43,3051.499217552011,UPI,,2023-08-15,30.753807125671322
10250,30,3117.7323757898994,UPI,Free,2023-02-23,39.22945250922129
10033,,475.339888317943,Wallet,,2023-01-07,53.532942908903216
10345,60,79.04948999409554,Card,,2023-09-01,49.55724372966475
10196,28,1314.345245045799,Wallet,Free,2023-07-17,30.367035369014857
10042,29,715.7269255534079,,Free,2023-04-19,65.62320648709685
10333,,9032.775089466806,Wallet,Free,2023-12-12,43.06504883848974
10285,18,1551.0430248715177,UPI,Basic,2023-04-19,63.751310912614635
10332,,2514.4705535489356,Wallet,Basic,2023-03-10,42.479599750098345
10120,39,885.1948719890611,Card,Basic,2023-01-16,52.91839820488676
10328,55,1579.2567717382385,UPI,Basic,2023-08-20,53.502705390259464
10238,40,12071.494867008108,,Free,2023-12-10,43.343323713174854
10252,,6805.868132910503,,Premium,2023-12-12,60.563955598187505
10014,-5,6170.989789199292,UPI,Basic,2023-07-10,49.73665222236386
10019,62,8770.508779410799,Card,Free,2023-03-16,56.647891744066186
10013,150,2266.949786163027,Card,,2023-09-07,65.76652593176483
10047,28,2970.948077830691,Card,Free,2023-10-23,65.52040954396577
10021,49,2207.335056155215,UPI,Premium,2023-12-10,39.41124338926856
10426,42,637.6466271779911,UPI,,2023-05-29,50.555426239035405
10395,59,4694.684428945331,Card,Basic,2023-11-21,50.28772209581831
10149,32,5167.92097501059,UPI,Free,2023-05-08,21.90690220204979
10358,48,1678.2792670232423,Card,Basic,2023-09-02,43.14098937615798
10487,38,1393.5758243598134,Card,Free,2023-11-01,42.667341626158766
10089,35,1362.1011766207089,,Basic,2023-02-28,49.69434733827975
10390,18,1650.3553566337853,Card,Free,2023-09-27,56.45374467777714
10347,38,4394.783335652302,UPI,Basic,2023-11-15,64.14758008704068
10225,41,1141.3477463894665,Card,Free,2023-12-02,24.7544162554494
10296,54,2069.2589409529974,UPI,,2023-06-26,3.032970558161395
10424,,1649.4594042332146,,Premium,2023-03-18,39.44752233667916
10068,33,809.5682103057662,UPI,Free,2023-08-20,48.12332370678227
10098,64,1003.703891199977,,,2023-10-05,61.209628500023854
10354,56,4207.575735526723,Card,Free,2023-11-02,50.28772209581831
10038,51,14608.30693414678,Card,,2023-07-04,66.3920036070397
10001,22,1037.9770859766727,Wallet,Free,2023-03-01,49.69434733827975
10016,27,1141.3477463894665,,Free,2023-02-15,68.69084733789936
10454,34,2231.133453732423,Card,Basic,2023-04-20,30.367035369014857
10128,41,2568.0902279418065,Card,Basic,2023-08-17,17.09024758663379
10213,26,6700.2167358123725,Wallet,Free,2023-07-27,43.70697561048862
10443,64,4050.3027049595894,Card,Free,2023-06-04,32.90249862959684
10236,36,3949.9156955825897,Wallet,,2023-10-06,34.711600424811685
10193,32,3258.135641526777,Card,Free,2023-06-03,24.74241060949762
10323,43,4394.783335652302,Card,Basic,2023-08-06,56.028063462619855
10479,-5,3859.628768193087,,Free,2023-09-22,68.02525571219897
10325,27,7075.73150985409,Card,Basic,2023-04-06,56.60689153208072
10201,64,638.3850338363103,Card,Premium,2023-11-17,31.952924346994955
10116,18,124.54350331915559,UPI,Premium,2023-10-10,28.587365124845512
10314,56,9062.640975808794,Card,Free,2023-10-10,45.559604820584255
10097,,481.3612237058027,,Basic,2023-10-23,44.8100112360976
10346,26,6393.025799456187,UPI,Free,2023-02-06,16.787750535873858
10087,53,790.4621024695825,Card,Free,2023-05-22,53.77201125449378
10241,28,481.3612237058027,,Free,2023-07-03,57.215635358703366
10404,63,53.05389914135366,Card,Free,2023-04-20,29.06183779134262
10056,46,5681.442540751832,,Free,2023-10-20,32.915671849055244
10232,63,6147.243503956065,Card,,2023-02-25,36.57545017039778
10109,27,1393.5758243598134,,Basic,2023-04-29,21.37171210805929
10170,40,50000.0,Wallet,Free,2023-03-28,69.22549351577891
10492,39,918.9767156635929,Card,,2023-09-08,66.80341905268597
10205,42,2995.2940692018738,UPI,Basic,2023-10-31,52.424172251881544
10090,29,4474.798634247034,Wallet,,2023-07-27,47.51612077762334
10446,,2809.9160916735705,UPI,Free,2023-07-17,64.3292952674274
10486,,4163.900383404315,,Free,2023-11-30,53.97460766129444
10460,-5,973.2559104552922,UPI,Free,2023-08-30,53.411536496668475
10073,,1521.8058386730659,Card,Free,2023-06-02,53.34118268556033
10110,51,43.77129428093005,Card,Basic,2023-09-25,50.555426239035405
10077,61,278.8623757839739,Wallet,Premium,2023-01-16,52.05434163682966
10128,35,1531.7945389657696,UPI,,2023-11-10,51.76149524488283
10283,24,7068.536085065901,Wallet,Basic,2023-07-04,34.80144389845343
10145,39,9032.775089466806,UPI,Free,2023-02-16,38.063040803566324
10246,62,14608.30693414678,UPI,Premium,2023-02-10,64.82284547480216
10140,21,9062.640975808794,Card,Premium,2023-02-15,44.97206608979552
10031,40,1470.1304501080276,,Free,2023-06-24,71.51042557107226
10112,45,2401.685659451836,,,2023-03-19,74.01473268031009
10110,38,1943.3151391082667,Wallet,Basic,2023-10-10,53.282863388861784
10203,39,2632.6019199598827,,Basic,2023-03-16,39.93005172648987
10282,-5,1265.8400728407173,UPI,Basic,2023-03-03,43.18658124797263
10291,25,1551.0430248715177,UPI,Premium,2023-03-07,55.87236396285336
10406,45,87.3776318176079,,Free,2023-02-09,33.906658136738145
10424,63,1082.237884664741,Wallet,Free,2023-09-24,42.51142943568824
10388,26,1892.1626289055148,Card,Basic,2023-09-03,49.62767656127804
10076,50,6537.237614144957,Wallet,Basic,2023-09-13,44.55317350839713
10379,52,1030.8795500694314,UPI,Free,2023-10-22,58.15912741970436
10101,-5,12999.098823103757,UPI,Premium,2023-11-11,54.231167441663146
10361,37,1808.270613129923,,Premium,2023-12-08,27.62224591916609
10380,36,2673.592010243238,Card,Free,2023-07-16,21.90690220204979
10159,29,1170.3328526971234,Card,Free,2023-06-14,42.952454244258384
10357,150,834.5228279072863,Card,Premium,2023-01-24,43.08060565035954
10422,20,5292.442456069529,,Premium,2023-08-26,41.02675678123266
10255,,3301.5395942133055,UPI,,2023-07-28,57.52920615571173
10082,27,11091.377805290234,Card,Basic,2023-01-05,31.579982423548458
10039,31,1393.5758243598134,,Premium,2023-04-12,30.662024598546807
10021,48,1678.2792670232423,UPI,Free,2023-10-30,30.753807125671322
10326,,286.66522490524636,UPI,Premium,2023-10-24,43.22545141983962
10149,30,1658.146203508129,,Free,2023-05-26,43.47096909535492
10299,54,8817.372837242725,Card,Basic,2023-01-12,50.08150581918547
10024,60,917.444383698472,Card,,2023-12-07,-10.0
10243,24,2614.4898498476455,Card,Free,2023-12-09,30.617821646717083
10237,61,7303.321926787687,,Free,2023-12-28,42.30510796964236
10443,49,3105.318350906432,Card,Free,2023-05-12,37.549548462824575
10370,31,5417.987923730793,Card,,2023-04-29,16.060244184361288
10231,35,6170.989789199292,,Basic,2023-10-04,31.94459788516684
10106,30,8279.254243581805,Card,Premium,2023-06-05,34.42032217182684
10490,56,2752.193033104635,,Free,2023-03-11,52.65783525837935
10460,23,455.4345281241967,Card,Free,2023-05-28,48.293642881085994
10097,29,10875.341965435842,Wallet,Free,2023-01-04,38.23336503773251
10160,59,679.540019182479,Card,Basic,2023-03-18,45.559604820584255
10031,43,169.44128011120947,Card,Premium,2023-07-01,41.02675678123266
10150,43,3787.3212907318675,Card,,2023-03-15,46.22801771202887
