CustomerID,TransactionAmount,PaymentMode
63,6232.715373555541,
62,414.0043972752289,Cash
100,,UPI
19,319.96946391220786,
17,,UPI
325,1320.483180228819,Card
423,4666.4684104840535,Cash
466,,Cash
373,3058.3096835334254,UPI
246,806.3161363942086,UPI
251,3751.72905533301,Card
455,6206.764049841085,
81,406.7781440755271,Cash
39,6043.112479946511,Cash
36,2701.0694845289145,Card
424,407.83888715862986,Card
429,1673.4469680750524,UPI
388,526.1342125941053,UPI
486,3615.3993203153195,
409,4267.234005112465,Card
197,335.4657712442749,
158,,Card
204,,Cash
196,8254.268910954723,Card
216,,Card
285,9003.997191733404,Cash
457,2301.6018870854464,Card
196,1503.5690695648884,
307,5655.6360718075775,UPI
152,2037.6305229354853,UPI
14,,
325,2021.8723961670908,Cash
146,5627.739382334678,Card
426,5350.330181887528,
57,1550.12866275289,UPI
211,1216.2446975233245,UPI
268,2031.3964694330327,
210,2551.315930620594,UPI
17,816.7540646248149,
286,4738.983295792801,UPI
344,1999.4150634752034,
203,1219.6020054044423,Card
99,338.9047871604525,Card
279,818.7554196844848,Card
209,8944.374214693518,Card
129,,UPI
335,554.8685147581768,Cash
288,1852.298480063264,
252,,Cash
265,107.37665234771005,UPI
271,,UPI
412,2356.5021247137743,Cash
408,2406.960677511009,Cash
188,1322.7744592158201,UPI
419,1778.8347211279083,UPI
214,10101.946376962042,
283,1421.304810572733,Card
211,896.1352823754921,Card
365,837.0275490308303,
76,1836.1652337509443,Cash
148,,UPI
321,691.9708094130269,Cash
213,,Card
433,64.13005587639286,Card
109,1628.667517420049,Cash
129,4486.521063006154,Card
10,1240.792561126086,UPI
47,2488.5307170457663,
379,688.1611273122778,Cash
315,4064.333491104093,UPI
96,161.08569841743207,UPI
446,5742.648788414621,Card
103,662.6747158540338,UPI
380,6223.912061876439,Cash
342,1304.044940213643,UPI
146,,
368,1153.5715839712939,UPI
430,7090.56381062086,UPI
416,406.21243717458685,
27,589.9422929658963,UPI
220,2037.9110868464297,UPI
18,256.4724922162762,Card
167,,Cash
433,8634.721558922147,Card
477,11250.945010285255,Cash
82,1416.0617666118694,
428,7703.013995568114,
72,2361.2178181823056,
310,943.0740617397747,Cash
479,3636.0020357646276,Cash
254,3226.754657675613,Cash
162,13563.954137309149,
327,923.8473553507761,Cash
420,3344.769292826849,UPI
402,160.2775052670394,Card
38,361.9167099026934,
443,,Card
393,22575.610308096562,UPI
201,,Cash
494,4635.49067324666,Card
200,2138.3730421572454,UPI
255,1070.3123437591144,UPI
179,492.02229075319343,Card
35,1005.0537870731628,
82,1414.6763789185243,Card
389,4235.576253651234,
398,2327.381454425221,Cash
220,,
158,54.58053526608792,Cash
4,323.8655685238313,Card
167,1585.4351309519598,Cash
468,8117.838515580686,UPI
448,3043.385470536649,Cash
409,4855.82802324515,
412,,
204,1346.6812559434647,
194,344.2142865051481,Cash
235,6260.801146627621,
206,4585.786975373551,
150,552.1943773919963,UPI
159,2153.9218742890944,Cash
279,2004.6309617206753,UPI
304,2943.2202699488357,
404,8766.714706113487,
381,,
166,2331.00366048223,Cash
311,,Card
68,194.91977012183648,
463,622.3524541002719,
88,99.02893319036797,
217,4080.159816641053,
1,3854.792752500412,Cash
135,438.7427953320346,Card
185,5425.110208005254,Card
351,504.4964114344418,Card
140,1075.067297174393,
106,858.9566027591328,
133,,Card
108,881.759524392524,Card
178,2013.8689770672472,
298,1569.746830652698,
358,12930.679057533138,UPI
380,172.65329084397183,UPI
396,460.0877886959134,UPI
359,162.8170576353461,Card
146,2949.2248780299847,Cash
450,168.15360932745534,
74,,UPI
463,2151.942372709155,Cash
478,2246.0280307284584,
108,2473.833046194157,Cash
122,561.9312843335041,Card
17,660.78176981087,Card
196,1151.7742813614993,Card
327,2700.4875986001766,UPI
318,707.6142843112224,
297,371.0206311272279,Card
479,10531.385163847639,UPI
499,66.68104456800496,UPI
252,4869.050145550756,UPI
487,4654.004453815873,UPI
119,1058.1090155324162,Card
162,437.25133839675846,UPI
198,,Card
498,3586.3439050159154,Card
486,3088.433646716961,UPI
45,4580.059810946528,Card
314,8316.862577968803,
179,,
382,,Cash
418,836.9306851461597,
44,5539.1614291567585,Card
271,704.5330021663265,Card
78,225.85963858942827,
326,3644.899583798894,UPI
178,1545.1353172687827,UPI
357,7578.688279507574,Card
498,3151.653494211786,UPI
416,284.3136019515443,Cash
451,8861.271106634995,Cash
3,897.4720414295878,
214,,
342,1543.8002827956204,UPI
74,157.74857572594726,Card
51,2058.6065920304504,
67,,Cash
332,1537.3324320323184,
93,1295.626482794866,
176,4446.303093695244,Cash
145,4876.252398972563,Card
7,499.62650288828775,
269,1369.7282501995203,
376,1402.1164568136533,
322,492.5389606321466,UPI
4,4805.205540149738,
138,3685.08675406498,Cash
231,633.5774506177194,Card
88,1370.5368911862893,Card
17,,Cash
52,2968.2508425387073,UPI
134,388.18077957558114,Cash
211,,Card
325,4551.6986643878645,Cash
480,1484.0623895771741,UPI
458,2592.261573150254,Card
393,7268.900805177003,UPI
219,2422.976860577673,Cash
205,575.2925461972119,
211,,Cash
277,5557.297820357959,UPI
24,3100.26926022002,Cash
486,3155.681816248659,
4,6048.194513563106,UPI
152,6732.186126855004,Cash
443,7569.4174415841335,UPI
483,,UPI
259,2356.6164832371055,Card
324,4047.1058030360105,Card
357,4243.178496263035,UPI
168,2799.671385999501,Cash
176,,Cash
310,4789.869429484038,Cash
291,3820.090123742384,
479,270.2197953440251,UPI
56,1869.7991283829738,UPI
108,,
473,1235.1002212247022,UPI
296,54.73965797500238,UPI
461,1534.1266669062095,
324,2394.7026752179786,Card
302,2899.458567530122,UPI
334,3267.385314808406,
141,5429.000190161039,Cash
155,,Card
262,,Cash
273,5722.262003653685,UPI
420,,Card
232,11037.985391478049,
241,5545.717729559423,UPI
355,,
337,11957.238719136076,Card
489,307.3500295693425,Cash
258,,UPI
249,3050.1935713334587,UPI
77,1292.3804490902928,
180,7908.830778757948,Card
66,203.6357610263583,
308,2391.6045293588572,Card
348,2681.1396053994085,UPI
171,3172.941902550867,Card
474,885.7971605908211,UPI
22,1360.343165334233,Card
367,5567.560437093859,Cash
107,650.5257289309731,Card
439,5261.100260783625,Cash
323,2481.1016659519737,Card
227,,Card
444,3751.174693260306,
442,697.7318356602481,
396,2523.638391023662,UPI
216,6068.574676445946,
69,1697.515570379962,Card
84,10196.769229665779,
103,1805.6177625703156,Card
39,462.2017782581082,Cash
13,1480.109991045231,Card
297,,UPI
313,,Cash
181,6077.091805158679,UPI
493,6392.221729688805,UPI
268,1293.209753352628,UPI
13,260.78647662971497,
120,3868.1336072018944,UPI
458,1119.7734733938294,Cash
353,4582.517938057045,Card
57,1753.7117068682578,UPI
40,1992.319376385812,Cash
374,4514.009707924882,UPI
336,1445.5647262591535,Card
128,,Cash
173,,Cash
35,1373.4688212168849,Card
259,2239.3057700371987,Cash
376,4963.297119121041,Card
5,1347.1617423078972,Cash
218,2228.618085487458,Cash
11,3332.607220300228,Card
382,,Card
327,,Cash
117,8127.7434699519345,Cash
184,,Card
394,,
362,3129.9873585780565,Card
116,89.21173367384556,Cash
162,2887.8127501923855,Cash
67,,Cash
200,2367.3206002879506,Card
31,1336.1617111562155,Cash
75,254.95486903583134,
237,644.556188764113,UPI
327,9032.215713568808,
493,1576.2931076192597,Card
66,1885.9187312495712,Cash
70,162.44934190384237,Card
297,114.87007531059785,UPI
447,,Card
416,2317.185928771379,Cash
20,2132.137560758113,UPI
441,835.6696327770321,UPI
226,4096.544064804887,Cash
434,552.6216854581141,Cash
464,631.9214135377523,Cash
409,1852.5175370499496,Card
396,1011.7930716679004,
199,852.9152675836605,Card
39,,Card
145,3157.807202392647,
45,5220.640513871726,Cash
395,1622.3526376454029,Cash
326,227.68052837738853,
381,959.237534415004,
407,11736.888607751811,Card
91,2720.9419309117966,UPI
238,3710.9044877535384,
70,22.155095908276806,Card
166,2190.7142589110736,UPI
130,114.75296196741026,Cash
214,2526.544399086393,Cash
340,7606.232963186145,Card
89,10365.61121189309,Card
335,2333.192940232165,
252,1838.6016552665449,Cash
369,,Card
349,,Cash
72,201.3030992288393,Cash
165,1880.5370175719997,
49,824.2778711929607,UPI
52,1903.527407284462,
289,1823.4723299085415,Card
278,2617.860974073355,
114,1323.7610482130253,
239,,Cash
133,,
487,5319.452975919973,Card
274,3272.0415382185497,UPI
166,1239.1366986183166,
374,,
373,7298.34004489722,UPI
293,704.6935877533612,Card
478,120.64648893358016,Card
243,4056.3595569700237,
479,5273.992329332102,Cash
320,,
138,6617.366075082989,UPI
79,,UPI
170,2265.401851516089,UPI
123,84.70788114970834,
176,,
300,1846.4189132160834,Card
82,,Cash
87,2444.262429242436,
225,4071.7914409471,Card
16,984.541236757631,
310,2496.900917707495,Card
358,276.8138091072956,Card
163,1601.594620107532,Cash
98,4160.813699895015,
156,3546.642288222622,Card
2,14014.807392553763,UPI
350,976.7380692807893,UPI
397,2068.596961184167,UPI
169,1199.33081139329,Cash
464,1742.6881950424172,Card
315,,Cash
325,3458.024744137453,
375,6422.4497143090175,
92,,Card
181,6199.247071111865,UPI
231,184.86760764487343,Card
301,,Card
148,1197.2883076284595,Card
280,1133.2038804907868,Cash
189,2152.8641976967974,
347,,Card
350,146.8818348307422,Card
314,1302.6632675435435,Card
493,5825.766098868301,Cash
411,1512.813838633995,Cash
410,666.2706847503259,Cash
128,1659.0820701642288,Card
7,1461.0953741003223,UPI
426,,UPI
47,4305.626733437791,UPI
53,,
187,13362.64812876815,Card
38,,UPI
453,180.00753184285776,UPI
471,912.5496997778101,UPI
476,1718.4780006621136,Card
226,,UPI
53,,UPI
399,4368.205585159552,Card
224,937.1015769645367,
154,2680.686971832981,Cash
48,3834.4640295798345,UPI
351,8504.869962462573,Cash
147,6401.955475002195,
393,2172.0084274864234,
64,,UPI
349,2477.600734259345,Card
182,2413.603395921456,
125,,Cash
179,,Cash
39,2262.092303483281,Cash
260,939.4572966411984,Cash
382,63.783993591818,
3,3849.472349639236,UPI
64,99.07800187182788,UPI
29,2713.6560116690866,Cash
372,2324.3331062564653,UPI
11,10403.424440714847,Cash
97,1986.1849787547278,Cash
358,197.14223190808028,Card
442,2406.797365737013,
203,5518.368319192727,
411,17280.376919136284,Cash
481,,
21,,UPI
39,7114.3041833909765,Cash
223,636.7671030167099,Card
102,2866.879892239998,UPI
46,1561.1859233368668,Card
66,125.85028224219096,Card
91,1279.8600450303713,
164,,
459,3475.957903205782,Cash
111,8915.490516606023,
338,,Card
123,5005.429782785279,Card
193,170.85354798109228,UPI
447,2317.3570461067056,Card
99,219.4870025243615,Cash
291,8155.801582637772,Cash
159,4361.809471547329,
412,3218.394282532265,
103,5210.04814924466,
385,3128.282447857699,Cash
281,,Card
43,3754.8493305992197,
486,7757.176864946744,UPI
84,,
451,373.50908676999757,Cash
191,2253.4586782194265,
51,407.0221842898365,Card
386,2693.095033224476,
210,1976.1970329724202,Cash
126,2923.153378799953,Cash
492,,UPI
448,,Cash
458,2027.869955545745,UPI
69,,Card
265,1451.6215260640142,Cash
258,1656.8811165629977,
418,,Card
188,,
230,1065.4261444078904,
189,,
415,736.5501695218745,Card
10,10146.078313542092,Card
114,,Cash
76,,
164,78.5359882249808,UPI
85,752.2360967128169,Cash
49,4548.814701279555,Card
495,,UPI
326,250.3515813186219,Card
496,1929.9479887174848,UPI
177,30.057780931836696,Cash
387,265.72703227746945,UPI
458,4944.9396209361885,Cash
389,4428.307268274256,Card
494,7400.215616460585,UPI
218,5783.055860196214,
189,3448.222457336295,
469,,Card
493,4581.481667087343,UPI
346,5602.893474511885,
230,4814.577419670967,Cash
255,2130.752057381895,UPI
236,795.4215147103588,UPI
26,,
72,3896.640103117783,Cash
261,11852.47462358738,Cash
254,507.71589009030174,Cash
271,767.2504321012973,UPI
123,714.0032008608874,Card
144,4718.446826597954,UPI
257,,UPI
144,206.95663897339685,
421,19631.017353701387,Card
259,75.39105034422472,Cash
436,5409.87015775649,
47,1364.1244507608783,UPI
351,5528.188211538323,Card
13,2426.4855945860972,Cash
376,6957.09569437862,Cash
208,7818.904550577282,UPI
311,27.41946749222272,Cash
235,235.22170933452708,Cash
149,864.4814789133093,Card
322,3319.7708323461693,
438,6575.069075155461,Card
155,1848.235942792493,
166,2801.6317890770497,
90,,
186,4903.756956668345,Cash
318,10263.720735686795,Card
358,938.379942915318,Cash
174,2048.5567763672993,UPI
217,270.1552534879448,Card
395,2457.060990475263,
456,2096.188851293325,Cash
264,467.9848328566213,Cash
97,1750.544955430757,Card
117,,Card
199,,
320,,
486,25.59561520624684,UPI
21,4293.950281877104,
200,3744.9685856703522,Cash
371,1368.474419572734,UPI
447,163.16561462902933,UPI
341,4218.665275567626,UPI
448,,Card
248,823.9090021447684,
276,1172.577647926837,UPI
264,,Card
58,2580.6963080864257,Card
302,504.6929117882527,UPI
31,1321.0732580310746,UPI
498,3582.1962740197596,Cash
249,2463.732553699027,UPI
93,1465.5419905573178,Cash
496,,UPI
265,2477.3686719878724,UPI
271,17.64597882022694,
94,245.28963314727574,UPI
154,,UPI
394,243.23644729126883,Cash
285,3680.7377232857275,Cash
80,7578.617428489848,
292,,UPI
84,,UPI
365,,Cash
374,6403.821995979336,Card
37,,Card
342,4036.1857269631755,Card
327,271.8090385752158,Cash
407,3318.3082163424774,Cash
425,1584.442972390699,Card
232,1908.6053653385563,Card
93,151.1917941793505,UPI
336,636.0995248300615,Cash
102,4689.289482472073,Cash
412,,Card
432,1077.157196243132,Card
166,1453.6178404705413,
159,,Cash
14,4146.895275410185,
373,953.6626876386033,UPI
225,374.9957262100339,
73,871.0497705878953,Card
249,,Cash
91,2613.8720652237575,Cash
216,2287.364503830793,
461,2721.945397745977,
90,,UPI
29,4936.859259905967,UPI
435,2222.5172147481153,Card
305,372.4338548930756,Card
427,414.5642253230543,Card
476,2309.172155833137,
220,,
328,1106.034897670787,Cash
215,6110.092716528469,Card
221,4332.9857516372385,
389,854.3087253060229,Cash
42,111.0525606453654,Card
135,322.2454253462903,UPI
42,3911.3123902631983,UPI
164,668.1924271644737,
361,,Cash
283,2089.653900055573,UPI
58,3878.0641884762795,Cash
302,,Cash
322,1564.478981542241,UPI
25,1991.1898784742214,Cash
73,2334.9851188016955,UPI
373,5117.196311678473,
411,565.0606403207138,Card
129,4948.147310922269,Card
87,3541.5348263836017,
330,2434.9193995767714,UPI
426,,UPI
436,1593.1754994711357,UPI
153,446.88405402818387,UPI
182,3287.734978344944,
125,2231.2524964317663,Card
67,,Cash
6,1237.463645100397,Cash
125,7121.16648509815,Card
314,2655.61095851347,
326,267.81355206390106,Cash
53,1792.4420511200344,Card
66,4236.142080510654,
314,4741.597607763723,Cash
82,,UPI
87,6754.181180095041,UPI
2,934.5657387636553,
204,1585.943995087408,UPI
150,6865.955161582652,
293,6797.50757712697,Card
404,3472.343886707298,Card
103,5876.572303343651,Cash
24,,
368,6007.32986388112,Cash
212,1159.7235716297748,Cash
65,589.2547951926227,Card
449,820.8240796782698,Cash
209,1623.6921683184437,UPI
251,867.8180287926135,Cash
385,1159.4925440223572,
117,,UPI
116,1053.6841253807495,Card
237,2547.8862643475186,
478,1749.4025372461624,UPI
105,1277.2426655711781,
495,4116.607898936218,UPI
259,6719.111778966939,
46,,
311,1210.4044695612413,UPI
331,4092.9196379371474,Card
216,494.5538212179165,Card
470,418.88291309825996,
448,1272.233430934263,
492,4946.132837955499,Card
301,848.4746521092188,Card
410,,Cash
333,423.68695032352423,Card
449,5871.564865681438,
24,3013.5900079102794,UPI
458,,Card
35,,Cash
24,,Cash
28,3196.4261001754994,Cash
484,796.5391122058647,UPI
464,5994.203799527111,Card
488,1110.44691733312,Card
16,3553.8015340881084,Card
59,48.76818928829565,UPI
465,1398.7861366166374,UPI
243,1300.2506132270291,
438,2352.397407259189,Cash
207,,Cash
400,4683.820599597503,Card
271,736.8608192093408,UPI
