Age,Income,Time_On_App,Discount_Used,Payment_Method,Subscription,Spending_Score
31,86703,23.81449617937491,30.001027405965186,UPI,Premium,25199.623830285087
26,47192,50.16915175696071,14.583128935465162,UPI,Basic,13304.025477102807
43,21062,11.084745532536397,34.74909430632713,Card,Basic,6113.252329781352
19,104076,51.5548760453985,43.00611985946023,Card,Basic,32971.50903977108
37,109780,12.011876428259033,38.99254944466749,Card,Basic,33544.61284877687
45,41545,26.8508009808202,1.9809412674178573,UPI,Basic,13022.907840148155
24,41689,48.85124511787545,24.02534736289145,Card,Premium,10943.698991650435
25,31174,13.245458504182558,5.246508920908743,Card,Premium,8698.23348312631
52,108461,17.608826737795283,12.102250793126373,Card,Premium,30736.891002413195
31,29348,44.72389126161865,49.333129663357326,Wallet,Premium,10251.43150495635
34,43714,44.60200951003409,7.124777145075662,Card,Premium,14886.106094726054
53,58102,40.26311980869135,24.944407672567802,Wallet,Premium,18381.871141628973
57,94460,43.1671644456905,30.907786715905956,Wallet,Premium,27543.36534992072
21,109930,34.84984438411779,35.1232485272052,Card,Basic,34674.01821259079
19,26801,18.848948239882404,27.982434174345705,Wallet,Premium,7908.754699522892
23,92267,24.01327964271557,0.48854237095918296,Card,Basic,26552.184202202832
59,68136,14.987874424078411,16.323065412199593,UPI,Basic,19495.4812483331
21,43625,54.96478087334956,25.885582169235573,UPI,Premium,12952.438433113382
46,102873,37.086548712136626,4.393324957241668,UPI,Basic,31036.69791395987
35,92592,27.046827922000194,17.53134656045904,UPI,Basic,27734.052621079125
43,97052,30.4103192004273,1.6601554395683282,Wallet,Basic,27793.803488710244
51,64261,57.10058367864984,3.928924857751037,Card,Basic,20708.477177294393
27,21542,13.43432717138441,19.846163810079805,Card,Premium,6378.3580440402375
53,41677,37.24264076092385,6.635787702153017,Card,Premium,11909.330922938274
31,66732,32.82387733864563,28.37704241307791,UPI,Premium,21304.27583350215
48,70343,38.62998294890563,34.47324845686329,UPI,Premium,20109.590223391722
32,59081,5.996060110146228,40.029334955454146,Card,Premium,16157.448786887124
25,82856,52.96681499192833,10.007512212240504,UPI,Premium,26376.63654598286
31,113105,56.26650553659868,8.374129112953488,Card,Premium,36074.468635459234
40,108858,36.082325097406496,5.228392016720012,Card,Premium,32326.172390869076
57,39065,43.315795313229074,31.821512477181834,Card,Premium,11868.251993603362
38,103460,55.737465964751266,35.32378632434506,Card,Premium,30183.670187951542
33,108092,43.898124887236925,1.5793072412821019,Card,Basic,32606.24178916214
35,74693,13.389647360284375,46.81061231218449,Card,Premium,22040.264197694592
41,46962,36.69585980917472,2.5985641825736208,Card,Basic,14113.647987376022
43,48295,38.369327551057076,27.06481676505352,UPI,Basic,15079.234658882635
42,33807,28.32718692163123,35.453025972545824,Card,Basic,9193.496508522401
58,62348,45.504432959359754,43.54845618730428,Card,Basic,18570.207737938836
46,46432,56.39018581229582,35.70434660662139,UPI,Premium,12410.178200496544
32,103285,55.9062682098727,40.08640415348959,UPI,Basic,30942.216865243052
18,111792,29.796165427227265,16.972509627140305,UPI,Premium,33600.09177547342
42,77854,11.228092521241539,40.74125568732561,Card,Premium,23659.805399041936
24,60262,59.166265942928405,4.005742319233757,Wallet,Basic,18586.019354716318
26,57080,51.13939475452638,44.74083280302638,Wallet,Premium,18334.101390115542
41,21324,11.856447466179677,27.37961880768681,UPI,Basic,4910.074955672952
18,111267,55.646303543955476,40.864888498124685,Wallet,Basic,32226.784264765723
25,55909,52.84429991341705,22.615914225915006,UPI,Premium,17573.611264411433
41,109339,33.53609314193397,32.178884759826246,Card,Premium,30933.276958223905
28,39870,37.52014896597111,26.320133046805662,Wallet,Basic,12342.54122302846
34,54578,26.945148712857165,36.579476087766594,Card,Premium,15349.991756149924
25,92124,8.011890135211724,4.081499101529479,Wallet,Premium,29220.737089796297
52,46790,23.43584829052455,3.01760419952819,Card,Premium,14332.666857579457
52,45289,49.15693967289063,12.355161700507322,Wallet,Basic,13560.039002052405
50,75129,5.2547612652531575,7.977234005659417,Card,Basic,23733.649151476762
22,113714,23.34245444301293,43.589178329610085,Card,Premium,33221.688622303336
59,114246,26.89927814750188,10.960699367902215,Wallet,Premium,33468.30815538549
56,35485,34.55675816158576,48.79326279095657,Card,Premium,9570.415482734734
58,64482,55.59205890270183,16.844789588555344,Card,Premium,18704.210647341624
45,106188,24.04902969012787,9.105895784434964,Card,Premium,31988.472549386894
24,24748,24.082426104292523,39.484925357123956,Wallet,Basic,8081.733853229431
26,106769,45.56256864603616,32.935388775043805,Wallet,Premium,33246.80530614781
25,29435,29.871986748939392,24.90978582265695,Card,Basic,7167.455458489272
29,23709,17.353265261699008,27.76817754688156,Card,Premium,7039.6396949389655
51,50355,29.884173387298137,35.96008891361319,Wallet,Basic,14143.176513572917
50,75771,12.747136120888992,11.422737066564936,Wallet,Premium,22537.59406324947
40,77799,14.701284257842282,49.816695802837096,Card,Basic,25787.003393021925
41,33116,32.41022750067138,48.73965810733915,Card,Premium,10424.692215718049
54,45470,28.040899722750137,32.516284317346845,Card,Basic,14664.702038396688
52,62344,55.3165245587455,9.977122546457256,UPI,Basic,20882.42814004769
57,62918,24.93166445141482,34.01141212156457,Wallet,Basic,20109.93938967496
39,72224,36.93235926529239,3.609920448958792,UPI,Basic,21352.667157537395
44,59298,39.77453583557417,1.5326251102903032,Wallet,Basic,16649.505842828512
52,100219,5.72019511235835,12.884144425560685,Wallet,Basic,30011.924994892062
18,81629,41.49455546091908,23.131147836965816,Wallet,Premium,24147.729288759845
52,86040,14.791978177836329,43.413625270419026,Wallet,Basic,24370.265854810845
54,119518,57.858867460820036,36.3584534883154,Wallet,Premium,36377.3362415702
31,119835,13.176450026421213,37.13532605999905,Wallet,Premium,36310.03920031144
20,48016,27.804326804986307,21.27466672240377,Wallet,Premium,16325.487667733025
18,43960,9.694231744325412,17.296749627348145,UPI,Premium,12882.30158913951
22,53591,59.828083851527104,18.551938149230136,Card,Premium,16660.665684525542
43,102848,32.62072556821835,49.38247818680289,Card,Basic,30386.28316952448
31,87641,37.74617595260241,2.005459570624124,UPI,Basic,27311.711229597724
56,56395,8.689206256363512,43.35157480612243,UPI,Basic,16840.031384703932
44,42700,46.24782587195478,28.93377042861967,UPI,Premium,11860.51506136427
26,54620,16.544807620257217,21.930770959479524,UPI,Basic,16460.113758355088
32,40559,54.39298591923926,36.262883020756824,Wallet,Basic,12854.713593202709
32,113045,16.282680226510394,24.333447071235142,Card,Basic,34250.85368268859
43,113396,15.487824636501662,43.67116190408303,Wallet,Basic,35164.978162486535
59,81642,7.010231731645218,45.035093200562926,Card,Basic,23081.16497301866
30,96539,30.96368198104996,21.08604634367277,Card,Premium,28270.947912577652
49,41732,36.0662623294439,13.841389861752578,UPI,Basic,13293.901423166262
56,111362,8.61397516855938,29.61751642966811,Wallet,Premium,32701.635930741064
49,50354,47.65401891822558,45.61816728083455,UPI,Premium,15602.677678483002
21,33843,29.93088591114152,10.533109450283328,Wallet,Premium,7872.375401044511
47,91726,33.8414648130169,31.148329178174137,Card,Premium,30394.750554734313
54,37640,29.241951081602547,31.578011004626028,UPI,Premium,11150.647245859927
40,72528,27.04196834814293,36.65565112076405,UPI,Basic,23100.877403970517
56,58413,35.78021822195198,6.57838425636299,Card,Basic,17295.060034038994
32,72638,13.538213526189187,35.79124823410443,Card,Basic,22297.37209283004
46,72736,15.006047177239912,45.45162603328205,Card,Premium,23409.653134298034
53,88866,52.39820915574345,8.984155443512098,UPI,Basic,28026.065375874125
30,39087,57.0363504173498,11.877166246193882,Wallet,Basic,11785.581104893914
49,61430,25.532012395386413,48.56975470208198,UPI,Premium,18445.045245987403
24,44504,19.890957022895456,9.048847635474488,Wallet,Premium,14436.319040568713
39,27114,40.419974878145865,42.71925466847895,UPI,Premium,10696.482788012987
45,98859,27.4803794103953,24.613892822401738,UPI,Premium,29969.112357095815
19,119657,6.396249561318967,12.361553720158852,Card,Basic,37882.367995788554
59,30975,13.58839285514047,43.53749506362557,Wallet,Premium,9117.602543982748
23,31023,44.37847258660686,22.265262750133274,UPI,Premium,10490.783251943101
45,41447,41.24081680505832,25.74086769648451,UPI,Basic,13725.441581665547
45,110469,6.490279587691592,17.961668469988286,Card,Basic,32731.614231025655
37,43959,17.20846890631222,29.64754257174637,Card,Premium,12530.45935037341
47,86203,17.70911381234393,8.176193629251138,Wallet,Basic,27040.687144867574
28,49703,41.95410089793006,19.554076832588034,UPI,Premium,14586.22172091177
45,29337,6.084079576490028,48.470616116764376,Wallet,Premium,7966.611717440575
42,66427,10.725972009151562,12.906671635056377,UPI,Basic,19260.583701516774
56,81529,48.995384695525416,32.83683322706461,Wallet,Basic,24149.737251506347
50,104665,14.819956412988349,16.259503211234744,Card,Premium,32287.73589311309
18,51921,40.90103593185311,38.67365628433003,UPI,Premium,16346.195165504112
44,53307,18.100052957569957,6.543683035917491,Wallet,Premium,16745.345875617575
30,47355,10.469276601763983,48.491052253927236,Card,Basic,14732.208298614758
58,24835,18.374470504969974,22.68947706918196,Card,Premium,6906.911144416575
20,40159,44.72468125206125,11.802523167323198,Wallet,Premium,12962.031308503223
56,67605,52.06330574584572,3.6748373665006326,UPI,Premium,21647.620030067534
23,58088,50.662092551184536,8.487895254377037,UPI,Premium,18246.689469383982
25,98752,26.845094129015017,25.988697427800883,Card,Premium,30223.958772126527
44,75284,41.74468251138554,16.850158821564314,UPI,Basic,21994.56922362938
26,77043,16.274136247870153,41.44416829413047,UPI,Premium,23449.976096802086
54,55547,21.12312516435573,21.544376183090296,UPI,Premium,15911.563048739255
50,117007,54.29847001866159,12.435713629381496,Card,Premium,35299.43591927146
59,102844,5.715105793090482,30.8572493302015,Wallet,Premium,29214.723388400536
41,47532,9.702969196995745,35.33886084427229,UPI,Basic,12684.73416468143
32,54349,16.433744033031502,8.352095395047494,Card,Basic,16164.525221008222
49,65445,6.4592712130600844,8.380960814415882,Card,Basic,19060.618605867145
49,25713,14.978948929938852,1.8335713466771486,Wallet,Premium,7825.7490808172215
41,76178,37.06728585333307,36.82010075328203,UPI,Premium,22916.10805165811
58,69407,28.178350282587388,33.190226381090255,UPI,Basic,20972.562991385268
29,90340,54.09694410923362,23.731543787490693,Wallet,Basic,27985.05525047789
56,70990,49.95939589561425,42.20852244845986,Wallet,Basic,21083.94506871416
19,95672,23.799954343383178,40.28350764750266,Card,Premium,28653.222975367058
20,85545,19.268288838721087,29.267718219837608,Card,Premium,27243.39810339644
54,104791,25.88308244919968,43.41356402566293,Wallet,Basic,31575.62666712235
34,78141,37.466221838314425,10.292060501838412,UPI,Basic,23420.00475556986
19,43793,19.743500245258193,5.595980969886394,Card,Basic,13301.822162489252
19,76570,39.32818993170237,13.487480575849482,Card,Premium,23004.75153780068
45,115084,27.517640870518225,2.854342804465743,UPI,Premium,33891.42459700829
40,57892,35.36259494685891,26.5584764000516,Card,Premium,16539.500090354675
54,21015,28.98695910244242,46.830284614748074,UPI,Basic,5698.664024591703
49,81813,21.195616774805472,1.9671770334254823,UPI,Basic,25453.23162471166
50,47712,57.164931882918616,6.10549570050134,UPI,Premium,13906.730396097184
18,28415,46.998318678786845,22.609951414171764,Wallet,Basic,8622.786894386001
36,82292,12.70622466715489,46.69375087639524,Wallet,Premium,25491.25491022146
19,43833,52.765738674385204,15.807805248837525,Wallet,Basic,13138.453133058621
43,24158,31.80871590372325,25.361740434419623,UPI,Basic,8026.028375231107
49,82680,54.20037247917503,2.078642952519605,UPI,Basic,23464.866105870045
23,40309,48.99203907710233,7.417160048104443,Wallet,Basic,12185.47783593982
49,26970,28.38674274580784,49.33150614794234,Card,Premium,8336.992822623431
21,92474,6.235811957606456,48.25593482180228,UPI,Basic,27861.529652529804
28,106704,19.777254766172035,0.24699904672048079,Card,Premium,30415.661574085414
34,66540,34.78988180634768,47.590589271161946,Card,Premium,21383.243234004865
55,40384,39.8413020904381,31.95599689077502,UPI,Premium,11441.145559262322
41,38017,19.183822698826127,43.39591472600111,UPI,Basic,11861.348068208601
22,95880,12.664584074005328,22.736992781692955,Card,Premium,28847.761188580746
51,28702,50.921163023961455,25.77980142896251,Card,Premium,9843.97494178841
23,20384,59.142119938695366,24.44232901284601,Wallet,Premium,8612.784087093376
39,20404,33.912960026647724,33.34321287730522,Wallet,Basic,5008.586741345012
28,60943,14.442360721656692,6.982562737815645,UPI,Basic,17678.163047811413
33,67926,19.97690295856529,1.4986794936338976,Wallet,Premium,20620.274367619146
50,49189,6.011487210110671,15.396497079559545,Wallet,Basic,13637.197112656879
26,32763,55.28643436082744,35.23403813683233,Wallet,Premium,10918.98285603356
23,38384,11.476309558957762,10.092672606147419,Wallet,Premium,12401.639515164139
33,80100,36.708406153283946,33.67162166624587,Card,Basic,24790.83435009395
46,118142,20.07303713779633,48.49560230536352,UPI,Premium,35807.53814117591
20,29860,35.47979013836864,4.69503578947092,Wallet,Basic,10484.497800240566
37,100642,40.82812135935253,33.630105911256315,Card,Basic,29252.87533695041
53,70612,50.63579920389609,22.187510965228558,Card,Premium,21466.922213292488
36,43574,16.353169946833177,43.40711271887527,Card,Basic,12447.977206441694
43,43524,5.604770576216426,8.857489472369295,Wallet,Basic,13928.355164390989
20,89172,12.5287096537844,34.63129761130823,Wallet,Premium,25020.164978985104
36,30916,54.50102530164578,41.90576448240551,UPI,Premium,9549.032789880059
37,24809,53.063954265938335,47.230710973701164,Wallet,Basic,8082.219880347042
49,52201,37.85772061936696,34.16240141448229,Wallet,Basic,14896.921270952025
24,73330,38.028427323850934,24.858738200421364,Card,Premium,21576.66958079853
58,33456,41.57701710004405,30.892362010060694,UPI,Basic,10234.848790892445
50,76397,14.645420324289727,43.44524922393591,Wallet,Basic,23959.313979510793
57,58765,55.292657025872785,28.530487331941483,Wallet,Basic,16844.655031206195
56,54816,28.032378869064022,1.519352984841843,Card,Basic,15645.55065994032
35,65106,26.07261905372236,46.54743477534889,Card,Basic,20828.345735859653
57,73932,33.540473790556064,34.476337551578055,Wallet,Basic,22057.7796441361
18,37100,7.583128172628028,33.82566928886233,UPI,Basic,10431.027939595888
28,77091,14.145585281584367,10.783757619885858,UPI,Premium,23906.28023886461
45,41949,45.591848903450376,32.94427351163286,Card,Premium,12322.850794308268
42,90080,9.553926735881955,19.693220282707923,Card,Premium,28075.5776095836
40,57744,38.17336602065135,32.561648852074605,Wallet,Premium,16855.469750827695
48,65543,18.494201032472652,5.3296515153995365,Card,Premium,19534.435746368163
47,112193,26.41125877230871,32.8922652301518,Wallet,Basic,34730.212489710575
59,56187,20.878155522388493,49.97068628853333,UPI,Basic,16745.671279015256
52,27239,24.5619994055722,2.4106019430278014,UPI,Basic,8977.384522992561
24,34489,44.547524785133504,48.858709211065865,Wallet,Basic,10565.607435566793
33,78017,21.341694359274626,20.345398036143532,Card,Premium,25484.691074268685
43,81877,36.152255216329344,43.537672516862955,UPI,Basic,26335.21522521822
19,63125,31.18277212095048,39.11927420291367,Card,Basic,17815.056146576833
18,69922,41.50191409494565,28.35081304933339,UPI,Premium,21736.054877821403
29,114074,56.52563566286169,36.92246046256633,Wallet,Basic,33718.7691131384
22,52049,45.29146534656377,43.9257780650674,Wallet,Basic,16087.515821655685
54,57131,16.82172082249162,20.20701608255165,Wallet,Premium,17251.193265587823
49,62944,6.715072428370657,16.351658078161936,UPI,Basic,17820.59166120569
26,93963,19.424522436490378,33.379669278179236,Card,Basic,29372.266494269134
58,44285,37.72928618851402,40.39229709706293,Card,Basic,13671.23396870577
52,57626,7.82841974163377,38.11425673883079,Card,Basic,17040.487576513246
36,62808,32.300143596068,39.89068244293173,UPI,Basic,18591.572258622607
33,108464,37.82635669042891,21.77916574064665,UPI,Premium,32862.16708469967
20,73871,23.383413994932845,40.89171080875108,UPI,Premium,22737.92550910645
37,39198,47.400171206020204,6.010452768530422,UPI,Premium,11827.945975208897
41,39758,10.86290392235745,27.224454898042477,UPI,Premium,9142.143858631664
50,35254,9.132577995469482,0.2879330249060785,Card,Premium,10564.329472269643
41,64238,45.05038159119818,16.229291495013516,UPI,Premium,18026.128429336237
28,21252,32.252022391340915,18.323076743569892,UPI,Basic,6322.053699794767
25,59764,42.86213180352548,19.80863458046277,Card,Premium,16741.06367110891
53,97709,28.915503623206043,34.773360334493105,UPI,Premium,28030.82660370555
55,57441,18.552111828150874,19.427905063517287,Card,Basic,18516.538191216318
57,112234,50.05062747208098,22.43468113112653,Card,Basic,33559.73051867827
37,73682,48.96787334329386,11.877206543716373,Wallet,Premium,21921.031619981986
52,79494,43.20830589699347,18.662589581467003,Wallet,Basic,24506.090757476493
42,101317,19.96798254764795,11.363481363157574,Wallet,Premium,30084.0763523921
52,85215,37.46268667779979,3.659796188422182,Wallet,Basic,27784.93911789325
42,98587,24.853564331701474,30.172429669068894,UPI,Premium,29424.692920270623
46,26949,10.037014032964878,33.410639927750815,Wallet,Basic,8497.831762003336
35,75393,55.452246650423355,30.974517300480723,Card,Basic,23875.551599229937
35,93553,12.525024700542877,23.17470219002862,UPI,Premium,29724.62775348968
19,26941,57.26305446014413,18.989289008961492,Wallet,Premium,7636.087714661003
52,45934,29.530317512687567,43.16668247859126,Card,Premium,13518.221448681976
33,43386,15.18231108612408,25.954089256810903,UPI,Premium,14368.711609237756
58,81886,34.8045521058097,23.95909388148655,UPI,Premium,25510.803252344715
53,95745,53.01202097320245,1.2821032903217844,Wallet,Basic,29986.800247115116
50,103251,45.272368752525864,17.06239138130782,UPI,Premium,29792.08208296557
21,114456,49.360863132379734,19.009780939292853,Card,Premium,36138.1236314645
50,73413,41.233085169089456,19.941139044845023,UPI,Basic,21433.540160650333
31,76800,43.07521104848188,29.008618461366613,Card,Basic,23459.18627030704
38,117239,51.70576083609256,26.680127336343922,UPI,Premium,35278.36618126138
37,62318,18.731740487255227,30.39525463967223,Wallet,Basic,17915.866375167545
25,90173,31.918373000372725,38.244163077106414,Card,Basic,25837.944427735074
24,90390,17.16651930007812,40.649286935804675,UPI,Premium,25504.283053739102
20,72329,59.321740439815585,35.90615381132472,UPI,Basic,22156.139415875707
34,63088,56.92326368276373,47.77618479774674,UPI,Basic,17730.249597775855
50,59811,7.168474625267825,0.9116291338180815,Card,Premium,16772.15003630709
29,75479,43.80663448836287,9.788899284177305,Card,Premium,22620.77509281195
39,105392,55.88865745786162,0.378143748907106,Card,Basic,29200.49107452722
39,107369,14.931643982003344,32.37373570773015,Wallet,Basic,33070.58540336947
47,39963,36.23698768039462,44.90152744749935,Wallet,Premium,9779.499826190164
55,75123,55.3518563673423,12.174114828814965,Card,Basic,22678.135120161565
55,112705,6.867028822218936,46.35172723981533,UPI,Basic,33871.05782518502
25,93477,43.358114698576195,3.0133695144780424,Wallet,Basic,28766.479032703646
44,34388,21.35419540549029,46.72180134027572,Card,Premium,10408.933777318109
44,25569,55.84179074570917,17.58113436198172,UPI,Basic,9936.979186285747
51,89836,58.408203484095225,5.071041422460826,Wallet,Basic,27392.7999818339
38,56586,56.93465690123887,24.29358795931628,UPI,Premium,18305.672859668488
47,32015,31.08178191616051,12.838828386025398,UPI,Basic,8991.623757482565
50,65002,52.41234580441224,14.243645098096142,UPI,Basic,19836.90582540772
45,26254,51.45021691942887,15.364498246314328,UPI,Premium,9644.2501761187
50,37144,22.55052602837906,40.15129489163317,Wallet,Premium,11023.56009523552
22,44214,50.590351078287256,26.958063833762726,Wallet,Premium,13730.302647254191
36,100719,7.035419909352094,15.565384957800182,Wallet,Premium,31208.86131859983
21,91774,37.79484331651292,30.51668916554592,Card,Basic,27008.47807472202
52,26090,17.650486050823666,35.80753371115968,Wallet,Basic,5747.307164357244
34,31637,11.631178717750334,13.631200036676688,UPI,Premium,9781.091947374474
45,42415,9.232426089606504,20.677455076267577,Wallet,Premium,13733.18620995857
47,44071,43.29588267329768,6.0943046668473775,UPI,Basic,12028.022257808212
46,78243,23.69312300724364,9.057467476734015,Card,Premium,24210.700447267023
23,61240,44.86217243408188,34.05589269824914,UPI,Basic,19306.889034906442
52,103807,8.59459874394183,9.071917384781347,UPI,Premium,28851.720569373963
58,53434,22.34096858068357,26.258169183353008,UPI,Basic,15171.13254886335
54,89724,34.672021080643546,35.452313086121634,Card,Premium,26684.6359508438
41,95697,48.48977406614299,5.343846154737192,Wallet,Premium,28721.11256240495
46,48732,22.531387661263846,28.365610981445176,Wallet,Basic,13976.853895501228
48,31314,39.4240257040355,12.828139185068189,Card,Premium,8747.97360330813
52,43954,53.72877615299029,48.14634376187899,UPI,Basic,15144.6194594708
50,77108,38.872475350026754,24.177282335996235,Wallet,Basic,23192.55780956322
38,107044,17.812771111449855,40.299627488757906,Card,Basic,31530.81945038502
49,107505,6.3420429856095915,27.511327107813088,Wallet,Basic,32223.563392231124
40,56668,52.855438064551144,2.170626642740958,Card,Basic,17746.109276669376
50,43061,6.169817596771292,31.657568779701116,UPI,Premium,12989.090602254468
20,99252,53.10859199763097,47.570167110332854,Wallet,Premium,29900.555703380844
35,59749,34.09154237149666,30.08059100731656,Card,Basic,17452.80222520166
42,36907,56.648723418209286,40.95944297133951,Wallet,Premium,10712.131657566128
59,38777,48.9330779675516,44.21032316742039,Wallet,Basic,11279.877649687238
48,113229,59.88637607933356,11.403988597446624,Wallet,Premium,34557.75445840229
20,71745,24.28914984984406,10.602241995411333,Wallet,Premium,20641.970140838257
57,111865,47.19535589121198,30.549049442549585,Card,Premium,34164.34410181138
41,101818,27.10620024850832,20.551423490335235,UPI,Premium,32073.52860385004
49,43624,31.393159116714987,41.99306514333602,Card,Basic,13580.359283683447
39,43321,39.51280047701035,45.00115616990056,Card,Basic,12855.780785807714
40,30488,53.05224128024863,17.671068965135905,Card,Premium,8088.876459276885
19,42574,59.12459080596123,11.843527948724104,UPI,Premium,14641.116817838767
44,25240,47.255037762548504,39.026275762193094,Wallet,Basic,6650.3100897382155
59,63221,27.977173019203356,13.740301777406804,Wallet,Premium,19893.72850312658
19,30478,28.17463512523886,41.13071592568392,Wallet,Basic,9976.552468072048
43,75645,45.56702658738903,21.18691268243814,UPI,Basic,22662.44035533776
34,39262,18.13274301725663,33.37749496457352,Wallet,Basic,11622.039901234752
57,72796,11.076076222226707,4.776765691733409,UPI,Premium,19982.522638453578
50,24432,24.50421867024271,31.19296623382865,Wallet,Basic,7769.572026631491
26,115257,20.798144540974498,22.588383936861455,Wallet,Premium,35307.193822974405
56,84291,21.296946625079453,29.330423158773705,Card,Basic,24279.36546329514
46,99104,17.848426307745047,8.400710387243171,UPI,Premium,29612.422077984105
59,79399,7.315125429999903,36.843687247209104,Card,Premium,23879.324916653368
43,99714,5.983066410337759,43.13985387716143,Card,Premium,30550.467667755576
52,70428,59.32473143548174,10.836990004538782,Card,Basic,21372.50071330967
42,107731,28.527522355472428,4.785727776008086,UPI,Basic,30782.189713367792
41,20302,26.137965593782493,1.1819293023168198,UPI,Premium,5632.215917111056
30,102558,42.38060054811884,32.0985750221633,Wallet,Premium,31223.125938173936
24,20055,17.003963832578528,30.35470180443904,Card,Premium,6967.75756481153
53,28717,57.24786511726239,27.334870635703503,Wallet,Basic,8258.872457463473
37,48699,48.24897579285536,11.597354805798771,Card,Basic,17006.289463125893
18,93686,9.917605127174273,19.545299795275735,UPI,Basic,26273.00555638946
25,87661,27.96694266817106,29.72381675930865,UPI,Basic,25896.382171801575
33,64247,53.35150691591906,24.83834294295847,UPI,Premium,19458.000616972735
31,36748,56.96026122602757,49.38927601074437,Card,Premium,11160.730694598762
29,24621,30.707083118742837,6.8219876278366565,UPI,Basic,6277.837061034554
40,35034,38.73762640658892,34.75722770237969,Card,Basic,11161.264335189499
32,25126,14.186867035064138,20.215938405214608,Wallet,Premium,7972.260263299671
45,25122,59.51427443753371,21.409980746280738,Card,Basic,7857.452779661776
51,38030,17.741943576089387,35.87988828290881,Wallet,Basic,11824.81335770478
19,102838,56.85024757743191,34.62180756621848,Card,Basic,30752.61844157156
49,104717,40.730565694580264,49.56279968510942,Wallet,Basic,30027.015477734552
40,75658,38.42552371833725,6.419714472706262,UPI,Basic,22125.727177484852
39,58638,33.19786810590797,5.205482469208317,Wallet,Basic,17866.354886877394
42,87067,17.686839644476727,36.216940856437056,UPI,Premium,26380.712494781652
39,108869,14.709041760302954,28.919345850320454,UPI,Basic,32774.962953088005
39,54674,17.126741498859644,13.708033327990293,Wallet,Basic,17005.45804213531
59,55854,15.254104417933998,3.9709684494493303,Card,Premium,16170.766413538557
23,66271,47.87714604617143,4.282912479821527,Card,Premium,20121.432612301032
32,93688,24.256889254170154,44.70954373320591,Card,Premium,28841.19631214218
54,58518,8.1813472109868,9.593366235937145,Card,Basic,17449.60365002445
50,30267,58.30064465774462,16.16857810577604,Card,Premium,8085.616451094176
25,110825,53.608223672988416,11.3328201113494,UPI,Basic,32539.218388932106
