Date,Sales
2020-03-06,2231.3330684099437
2020-03-07,2049.5632680773188
2020-03-08,20000.0
2020-03-09,1421.7320075811353
2020-03-10,2302.9427739786347
2020-03-11,2563.85600409744
2020-03-12,2089.2952586964016
2020-03-13,1282.7673290751566
2020-03-14,1471.3335914126349
2020-03-15,1783.938145337973
2020-03-16,2782.309870580375
2020-03-17,1876.6246689505622
2020-03-18,1765.7155386009001
2020-03-19,1163.2576001619427
2020-03-20,1671.6576049449445
2020-03-21,1383.531823004585
2020-03-22,1498.4100845386001
2020-03-23,2059.975340079371
2020-03-24,1799.4178971944114
2020-03-25,2849.747226335673
2020-03-26,2539.0016863537385
2020-03-27,1695.5580310948305
2020-03-28,
2020-03-29,2691.3209678320964
2020-03-30,
2020-03-31,902.8758782272339
2020-04-01,2046.4288119858506
2020-04-02,1874.0608460516364
2020-04-03,2324.5600700299683
2020-04-04,2971.334062080752
2020-04-05,1757.971490336101
2020-04-06,969.650742668043
2020-04-07,2289.503850074632
2020-04-08,2694.982034302101
2020-04-09,1848.1201092401127
2020-04-10,1647.4812599301695
2020-04-11,1781.3702973111504
2020-04-12,2425.1026835656176
2020-04-13,1772.7695293575098
2020-04-14,2164.380150171423
2020-04-15,2013.90145786997
2020-04-16,1962.310193788617
2020-04-17,2350.6461633761164
2020-04-18,1760.7100500679028
2020-04-19,1784.7067199088606
2020-04-20,2398.801424999877
2020-04-21,
2020-04-22,1559.8899045888365
2020-04-23,1369.8428543282034
2020-04-24,2424.5054566382764
2020-04-25,1947.3815159593662
2020-04-26,1343.192426960467
2020-04-27,2426.904281154534
2020-04-28,1722.228919212282
2020-04-29,1564.1609605815574
2020-04-30,1902.160720561524
2020-05-01,2739.361804733946
2020-05-02,1802.5189017517148
2020-05-03,2287.669432057792
2020-05-04,2363.540010225477
2020-05-05,2221.636649003203
2020-05-06,2635.5358248371313
2020-05-07,1646.4419976838606
2020-05-08,1478.3325784748317
2020-05-09,1468.5166719875026
2020-05-10,1927.7657923501033
2020-05-11,1526.4766710797355
2020-05-12,2073.7704559326644
2020-05-13,2038.4942098624467
2020-05-14,2509.2866515930205
2020-05-15,2145.57215411802
2020-05-16,1791.924072069276
2020-05-17,2205.4246022163416
2020-05-18,
2020-05-19,
2020-05-20,2159.70061679779
2020-05-21,2064.658799075063
2020-05-22,2207.532547467992
2020-05-23,1677.9769921436043
2020-05-24,2576.015701404758
2020-05-25,2911.0844746978532
2020-05-26,1198.661927570703
2020-05-27,1392.2010020228759
2020-05-28,2021.5415040121927
2020-05-29,1871.724509723563
2020-05-30,2948.206202886391
2020-05-31,2109.8921617122305
2020-06-01,2696.2726268629785
2020-06-02,975.4380567732001
2020-06-03,2407.084741666176
2020-06-04,1642.2415903708395
2020-06-05,1634.2287151901714
2020-06-06,1875.820986793938
2020-06-07,1287.7081801344539
2020-06-08,2221.392762660926
2020-06-09,2095.3574833583975
2020-06-10,2133.0961240936354
2020-06-11,2443.5155110664527
2020-06-12,2757.391023097077
2020-06-13,1818.1444754562262
2020-06-14,2238.675319868237
2020-06-15,2146.4941041674897
2020-06-16,2188.80725316447
2020-06-17,2196.2988322329916
2020-06-18,2795.2516722824193
2020-06-19,1770.1615657553532
2020-06-20,1237.132048398159
2020-06-21,1651.0631156920563
2020-06-22,2378.6334667677024
2020-06-23,2011.6647543235886
2020-06-24,1766.200329752502
2020-06-25,
2020-06-26,2110.6430608652663
2020-06-27,2322.2531376369047
2020-06-28,2152.936027548014
2020-06-29,1873.334834422527
2020-06-30,2073.320642148731
2020-07-01,2070.4214832787075
2020-07-02,2094.8484656088312
2020-07-03,1407.8475244904398
2020-07-04,2098.663175307439
2020-07-05,1779.7017657669028
2020-07-06,2520.3093030048794
2020-07-07,
2020-07-08,2417.739610911446
2020-07-09,1849.109306475124
2020-07-10,1867.1430811942707
2020-07-11,2747.125623128166
2020-07-12,
2020-07-13,1642.7427337971308
2020-07-14,2448.4872193102374
2020-07-15,1733.3476332860646
2020-07-16,2112.8490689057617
2020-07-17,2918.3373154297024
2020-07-18,1284.3588061809728
2020-07-19,1912.1090391167318
2020-07-20,2204.135820451015
2020-07-21,2382.349167332337
2020-07-22,1379.3830463195636
2020-07-23,1232.1048657124911
2020-07-24,2545.374675995213
2020-07-25,1639.7925715980814
2020-07-26,1618.8587460013425
2020-07-27,2775.124836386083
2020-07-28,
2020-07-29,2038.1191138407871
2020-07-30,1910.1002774242338
2020-07-31,1388.008966628415
2020-08-01,2337.848474697194
2020-08-02,2204.7252609628117
2020-08-03,2084.345662669716
2020-08-04,1941.838480361871
2020-08-05,1853.8401753308565
2020-08-06,
2020-08-07,1929.3534683969524
2020-08-08,1967.9694807330554
2020-08-09,2264.946577441887
2020-08-10,2103.980465340193
2020-08-11,2821.138028770219
2020-08-12,1119.3166112633478
2020-08-13,2149.9537191836316
2020-08-14,1647.1971097639155
2020-08-15,1528.9567326225354
2020-08-16,
2020-08-17,2027.3397042408808
2020-08-18,2049.5345379617047
2020-08-19,
2020-08-20,1729.4580851610904
2020-08-21,2140.6107757382297
2020-08-22,1561.5347746081727
2020-08-23,1442.6080476417424
2020-08-24,
2020-08-25,1668.4032758123205
2020-08-26,1425.1854005245932
2020-08-27,1508.033558444971
2020-08-28,1864.0898483601734
2020-08-29,1700.085561728551
2020-08-30,1416.881053070347
2020-08-31,942.0792173833865
2020-09-01,2151.1556525738215
2020-09-02,2376.4136069042365
2020-09-03,1801.6275105028133
2020-09-04,1867.1121517728614
2020-09-05,2001.4052578430617
2020-09-06,2789.391788306126
2020-09-07,1216.1461030871146
2020-09-08,1792.7551370637152
2020-09-09,1139.0135179336403
2020-09-10,
2020-09-11,
2020-09-12,20000.0
2020-09-13,2076.5612812955383
2020-09-14,
2020-09-15,2269.0664822842327
2020-09-16,2415.2539788300437
2020-09-17,1467.2326550515281
2020-09-18,2596.5854324875722
2020-09-19,1638.8186302555002
2020-09-20,1667.5652286880097
2020-09-21,2135.421288676497
2020-09-22,2150.959131524638
2020-09-23,1464.0715988837605
2020-09-24,1913.3603541130515
2020-09-25,2744.117658434738
2020-09-26,1265.8317192329523
2020-09-27,2742.609620506363
2020-09-28,1879.1507742917552
2020-09-29,831.1225832824234
2020-09-30,1316.6341332585469
2020-10-01,1518.2612311324033
2020-10-02,1688.0353496086288
2020-10-03,1947.643370687331
2020-10-04,648.2599351192139
2020-10-05,2093.402196238827
2020-10-06,1472.4547458375578
2020-10-07,2695.261285800529
2020-10-08,
2020-10-09,2471.423085866365
2020-10-10,2555.1744899571468
2020-10-11,2541.6366217331083
2020-10-12,1716.7966285187572
2020-10-13,1710.3999211393382
2020-10-14,1887.5133503558425
2020-10-15,
2020-10-16,1744.6523651229186
2020-10-17,1940.3687632048761
2020-10-18,2136.7969081697247
2020-10-19,1547.5540369760668
2020-10-20,1515.9458558354413
2020-10-21,1920.8680592980047
2020-10-22,1987.0894074758207
2020-10-23,2216.9427400008217
2020-10-24,2335.943287475778
2020-10-25,1450.4685897141758
2020-10-26,20000.0
2020-10-27,1514.623856218449
2020-10-28,2706.223700795711
2020-10-29,1939.8647048987323
2020-10-30,2008.0646476225104
2020-10-31,2028.8871820067563
2020-11-01,1642.1649931411803
2020-11-02,2782.134759473015
2020-11-03,2205.513327409364
2020-11-04,
2020-11-05,1447.371789424717
2020-11-06,1419.0337541718777
2020-11-07,1845.5462341971158
2020-11-08,1650.004103214085
2020-11-09,1466.2778272267242
2020-11-10,1814.5209902142224
2020-11-11,1891.7859858620554
2020-11-12,2070.892710230135
2020-11-13,1748.0402643128684
2020-11-14,1496.1996526699845
2020-11-15,1513.5395570043765
2020-11-16,2606.486364613094
2020-11-17,1374.1211568191288
2020-11-18,2181.591149145635
2020-11-19,2259.7731648871977
2020-11-20,1939.3622620821657
2020-11-21,2883.9145292025896
2020-11-22,2250.8594965138495
2020-11-23,2921.451524152325
2020-11-24,
2020-11-25,1683.0272950532908
2020-11-26,2263.7685793400074
2020-11-27,1869.2671813403986
2020-11-28,2842.832712446009
2020-11-29,2170.850191815469
2020-11-30,1477.712890071642
2020-12-01,20000.0
2020-12-02,1960.8807038283676
2020-12-03,1955.4384352333832
2020-12-04,2156.882961654194
2020-12-05,2605.3452868779514
2020-12-06,2539.5566519969634
2020-12-07,1710.5494838317836
2020-12-08,
2020-12-09,1382.9394324954646
2020-12-10,1631.5991473393108
2020-12-11,1816.6342259804906
2020-12-12,2152.5310694825835
2020-12-13,1599.51620155201
2020-12-14,2140.195985556657
2020-12-15,2181.020072929526
2020-12-16,2071.6719412979446
2020-12-17,1435.6885014936524
2020-12-18,2233.913362617979
2020-12-19,3040.6348143833616
2020-12-20,2122.9484134564523
2020-12-21,523.4624496743652
2020-12-22,20000.0
2020-12-23,1648.6261116503067
2020-12-24,3132.856345247846
2020-12-25,2058.1817256829804
2020-12-26,1157.6496530070872
2020-12-27,967.6512550206237
2020-12-28,2769.8703813379393
2020-12-29,2552.9524929586364
2020-12-30,3113.009442883345
2020-12-31,
2021-01-01,1971.7350583101597
2021-01-02,1808.6406039207213
2021-01-03,1670.8548793703897
2021-01-04,1803.785222771092
2021-01-05,2108.731666162015
2021-01-06,1578.049606543949
2021-01-07,1165.3553265630082
2021-01-08,2079.9383170070887
2021-01-09,1566.9022006532841
2021-01-10,380.28113752996546
2021-01-11,2276.2836953285055
2021-01-12,1445.9704809414857
2021-01-13,2330.8947273453673
2021-01-14,2318.9240532579906
2021-01-15,2141.7950057614166
2021-01-16,3248.408920178248
2021-01-17,1930.9740750138112
2021-01-18,1857.1802162507058
2021-01-19,2341.8362107084586
2021-01-20,1972.2763189431037
2021-01-21,2580.246768697005
2021-01-22,1365.5970462122389
2021-01-23,1373.91277626783
2021-01-24,2382.9047456631088
2021-01-25,1417.5945303306983
2021-01-26,2304.549303221357
2021-01-27,2185.0014231051828
2021-01-28,1652.7558569861685
2021-01-29,2183.585080116717
2021-01-30,1382.7037771078803
2021-01-31,1500.0500368681496
2021-02-01,1881.4061307939671
2021-02-02,2039.4639095361104
2021-02-03,1848.1807315060712
2021-02-04,2216.5579819365553
2021-02-05,
2021-02-06,2764.683404174072
2021-02-07,1952.3573264274978
2021-02-08,2597.2817155920643
2021-02-09,2460.3627564469466
2021-02-10,3146.9886416465743
2021-02-11,1936.3709900488627
2021-02-12,1789.820639273506
2021-02-13,2628.8471111218664
2021-02-14,2192.716285870631
2021-02-15,2640.8296083919495
2021-02-16,2358.39939899475
2021-02-17,946.6189543002522
2021-02-18,2188.1608885155915
2021-02-19,
2021-02-20,2066.5534512319814
2021-02-21,1933.8784729383085
2021-02-22,1203.928236102836
2021-02-23,2437.0884586191614
2021-02-24,
2021-02-25,2550.978348698712
2021-02-26,1230.6222378623734
2021-02-27,2253.5672447726342
2021-02-28,1882.6703312267186
2021-03-01,2071.8940049627645
2021-03-02,1888.4201829095546
2021-03-03,2271.803963740065
2021-03-04,1918.5634395042102
2021-03-05,1474.0425374721553
2021-03-06,2043.2127093930956
2021-03-07,1892.9127314322498
2021-03-08,1958.3031894355584
2021-03-09,406.09426197992843
2021-03-10,
2021-03-11,
2021-03-12,1325.9232129908671
2021-03-13,2461.281758424071
2021-03-14,2318.182863876465
2021-03-15,1836.3399018625719
2021-03-16,1423.9153102399905
2021-03-17,2089.0153673396862
2021-03-18,2061.5530422938045
2021-03-19,2462.167141495891
2021-03-20,1778.132242569755
2021-03-21,2597.461067432498
2021-03-22,1729.8734983321165
2021-03-23,1327.0841077287891
2021-03-24,1433.8586222613594
2021-03-25,1968.7942304321923
2021-03-26,1967.242745470634
2021-03-27,2163.930570375388
2021-03-28,1954.8129844407795
2021-03-29,2488.659258032165
2021-03-30,
2021-03-31,1001.861867564292
2021-04-01,1939.4516557671031
2021-04-02,996.6106561167594
2021-04-03,2135.695490498849
2021-04-04,2528.596499492458
2021-04-05,
2021-04-06,2709.278343195925
2021-04-07,2421.415622364216
2021-04-08,2603.2400777075272
2021-04-09,2094.7819282173155
2021-04-10,1503.6174121240897
2021-04-11,2390.4077139070687
2021-04-12,1687.69954661583
2021-04-13,2058.9422530516777
2021-04-14,1914.3245035981906
2021-04-15,2562.347928398448
2021-04-16,2365.1635029616646
2021-04-17,1959.7171008438145
2021-04-18,1024.1964032299236
2021-04-19,1682.3862667353994
2021-04-20,2352.1111447422086
2021-04-21,
2021-04-22,1248.3890327935692
2021-04-23,1096.7060137655553
2021-04-24,2097.7545750787285
2021-04-25,1471.471416142112
2021-04-26,1519.6017695812116
2021-04-27,2336.303864391327
2021-04-28,2601.119390207837
2021-04-29,
2021-04-30,1977.6198461939132
2021-05-01,1962.8766670078198
2021-05-02,1917.8979476517416
2021-05-03,2020.2992380781493
2021-05-04,2378.249463920078
2021-05-05,1663.0378266352022
2021-05-06,1237.361232741967
2021-05-07,2845.00496680188
2021-05-08,2544.7109622450253
2021-05-09,1448.181064375301
2021-05-10,
2021-05-11,2505.3510822930552
2021-05-12,2374.5219722630195
2021-05-13,2231.0066549646426
2021-05-14,1914.886554204128
2021-05-15,2863.651962530979
2021-05-16,2110.42943622973
2021-05-17,1742.5203703396548
2021-05-18,2435.5378644227976
2021-05-19,2048.02932097571
2021-05-20,2174.8988636268114
2021-05-21,2101.5746007956036
2021-05-22,2248.3877868834547
2021-05-23,1510.7718733003965
2021-05-24,1274.446806414996
2021-05-25,2717.066361616792
2021-05-26,2124.7922808945846
2021-05-27,2385.4236387042893
2021-05-28,1120.120389911187
2021-05-29,2533.3415543572514
2021-05-30,1739.2571773221161
2021-05-31,1596.8909165954778
2021-06-01,1968.3134161840069
2021-06-02,1511.0098947287377
2021-06-03,1999.1341508871965
2021-06-04,1931.8308264927568
2021-06-05,2530.1979526169416
2021-06-06,2756.6722510697346
2021-06-07,2740.7578964207914
2021-06-08,
2021-06-09,1532.4165850783575
2021-06-10,862.5566180888188
2021-06-11,1403.2288627824846
2021-06-12,1675.2408945480843
2021-06-13,
2021-06-14,1740.0333827537297
2021-06-15,1753.964964525677
2021-06-16,2090.882341599882
2021-06-17,1145.3451773960946
2021-06-18,1580.7034235180681
2021-06-19,1748.2216870913137
2021-06-20,1898.799005684328
2021-06-21,2038.4769951127726
2021-06-22,2750.324894866521
2021-06-23,2454.168080540547
2021-06-24,1615.3449877540327
2021-06-25,1869.335470274266
2021-06-26,1835.2804314539383
2021-06-27,
2021-06-28,2136.257912910455
2021-06-29,
2021-06-30,2440.357194003242
2021-07-01,2846.7753953576776
2021-07-02,1865.0797296640917
2021-07-03,1855.3177874410856
2021-07-04,2078.522123604336
2021-07-05,2509.692988480105
2021-07-06,1837.853141591379
2021-07-07,2466.9725830508683
2021-07-08,2244.2473362266214
2021-07-09,3180.805722002345
2021-07-10,1835.668992418852
2021-07-11,1011.9997761395831
2021-07-12,1283.530439657243
2021-07-13,2005.9641187000786
2021-07-14,2513.9410470103758
2021-07-15,1673.7454297896381
2021-07-16,1884.533775062335
2021-07-17,2342.4213686657877
2021-07-18,1517.3836995607712
2021-07-19,1694.365300402591
2021-07-20,1416.1366561948696
2021-07-21,2589.114046441281
2021-07-22,2770.8364058981833
2021-07-23,1210.29250525347
2021-07-24,1928.9072505058884
2021-07-25,2703.6294875324725
2021-07-26,2199.347591811119
2021-07-27,1755.3803835004528
2021-07-28,1226.9189401945505
2021-07-29,
2021-07-30,
2021-07-31,1263.5068061291222
2021-08-01,2594.9455269374953
2021-08-02,1199.7982191210651
2021-08-03,1889.7569229162941
2021-08-04,1867.6926483139355
2021-08-05,2809.1906644239175
2021-08-06,
2021-08-07,1867.6786568496375
2021-08-08,1318.4608275511532
2021-08-09,1679.8011604706971
2021-08-10,1591.352269559679
2021-08-11,
2021-08-12,2003.1422624459367
2021-08-13,782.9118070787038
2021-08-14,1244.8848772915512
2021-08-15,1944.4905631964227
2021-08-16,
2021-08-17,1883.2836006780522
2021-08-18,
2021-08-19,1795.4416931723742
2021-08-20,1990.7476983851686
2021-08-21,2217.071110131108
2021-08-22,2213.5668643438303
2021-08-23,1655.520794270752
2021-08-24,2457.547369791475
2021-08-25,2078.5543472516597
2021-08-26,2616.1069781698843
2021-08-27,2716.436215633541
2021-08-28,1278.6366393133771
2021-08-29,1570.4862305656454
2021-08-30,2406.774019985275
2021-08-31,1167.5537899355263
2021-09-01,2710.0884813466864
2021-09-02,1828.0589025936688
2021-09-03,2287.516517554509
2021-09-04,1941.8046685696117
2021-09-05,1303.8052361081564
2021-09-06,2527.7723010659874
2021-09-07,20000.0
2021-09-08,1742.495861822154
2021-09-09,1838.8207245773788
2021-09-10,675.4502283664704
2021-09-11,2675.7514517280606
2021-09-12,2455.8826614210016
2021-09-13,
2021-09-14,967.5572689765568
2021-09-15,1025.3843584173674
2021-09-16,2322.5845626864093
2021-09-17,2372.4957098070413
2021-09-18,1538.3330278156059
2021-09-19,2249.6300156913994
2021-09-20,2079.438560495576
2021-09-21,1816.3651465728908
2021-09-22,2485.09841334265
2021-09-23,1397.5321993859807
2021-09-24,2573.7696067969473
2021-09-25,1635.7392229928237
2021-09-26,
2021-09-27,1497.3469882592667
2021-09-28,1824.2139606999365
2021-09-29,2029.2935687711765
2021-09-30,
2021-10-01,2245.414250309048
2021-10-02,1357.1587908766614
2021-10-03,1981.3437958766824
2021-10-04,2069.0658532013604
2021-10-05,1736.1308879859366
2021-10-06,2202.0293087297086
2021-10-07,1326.8150432561097
2021-10-08,1836.7730554746581
2021-10-09,1623.407937798167
2021-10-10,1838.2845352254906
2021-10-11,2723.5177299606016
2021-10-12,2733.2278630787
2021-10-13,2635.20823029061
2021-10-14,1768.8713599595742
2021-10-15,2453.8091384001036
2021-10-16,
2021-10-17,2022.7948517515042
2021-10-18,1961.3193261904155
2021-10-19,2879.2089286895625
2021-10-20,2682.919302778232
2021-10-21,2372.4482092235485
2021-10-22,1914.8495172446867
2021-10-23,2019.780379127281
2021-10-24,
2021-10-25,1739.195544072989
2021-10-26,2469.157857982252
2021-10-27,1539.3774442785466
2021-10-28,2195.9218439987026
2021-10-29,
2021-10-30,1724.690736698935
2021-10-31,3038.8385664597217
2021-11-01,20000.0
2021-11-02,2767.734224967262
2021-11-03,1666.346166322809
2021-11-04,2051.886418400218
2021-11-05,2640.996126547152
2021-11-06,2316.5474673526887
2021-11-07,2254.2829386791595
2021-11-08,2815.2909851650315
2021-11-09,1479.772517193036
2021-11-10,1907.8809802772485
2021-11-11,1122.9572186653227
2021-11-12,1452.4469740321993
2021-11-13,2537.0926960894853
2021-11-14,1541.3253669039382
2021-11-15,2367.7621270625486
2021-11-16,2829.2425209840403
2021-11-17,
2021-11-18,2259.9317198999065
2021-11-19,2371.65606477146
2021-11-20,1389.2524684667173
2021-11-21,1691.7738273494765
2021-11-22,1498.1693941640988
2021-11-23,1731.6384449584857
2021-11-24,2358.0553490405496
2021-11-25,1702.4016345288542
2021-11-26,1982.4233865340916
2021-11-27,1478.7691915343821
2021-11-28,
2021-11-29,1727.4450048883314
2021-11-30,2761.490275954977
2021-12-01,2030.46454692468
2021-12-02,1296.5002110184605
2021-12-03,1914.4866267271877
2021-12-04,1468.6115862669178
2021-12-05,2294.6746886890764
2021-12-06,1869.318608836567
2021-12-07,2081.605127513677
2021-12-08,1815.3234449767185
2021-12-09,1722.3288480683373
2021-12-10,
2021-12-11,2418.1114684107647
2021-12-12,1913.4234491001512
2021-12-13,1842.654553150808
2021-12-14,1900.8930507789198
2021-12-15,1660.5691032571126
2021-12-16,1844.3242866119874
2021-12-17,2102.814907346744
2021-12-18,1482.9315004716175
2021-12-19,1555.3240034603962
2021-12-20,2689.142046811337
2021-12-21,1818.621733600222
2021-12-22,1724.219595537995
2021-12-23,1328.0641972203623
2021-12-24,2425.3388187371197
2021-12-25,1472.0370932445783
2021-12-26,1992.3536695192709
2021-12-27,1145.9074653417047
2021-12-28,2409.0864001820582
2021-12-29,2588.42812180929
2021-12-30,2242.2601727390074
2021-12-31,1232.7599342973517
2022-01-01,2419.3810719546154
2022-01-02,1586.3255001798238
2022-01-03,1414.5140606391938
2022-01-04,1808.2694771211734
2022-01-05,1798.3161633267553
2022-01-06,1747.4756744098552
2022-01-07,2636.837123952347
2022-01-08,3005.9129982213135
2022-01-09,1315.4317313252677
2022-01-10,
2022-01-11,2071.3741680224784
2022-01-12,1805.6417545313861
2022-01-13,2199.699374639258
2022-01-14,2457.9926779728976
2022-01-15,2374.6829711350206
2022-01-16,2304.866783924916
2022-01-17,2829.547760459862
2022-01-18,1205.5263585419452
2022-01-19,2740.0543959773076
2022-01-20,1793.5041829551283
2022-01-21,2392.5626103378136
2022-01-22,1485.1668858602784
2022-01-23,1545.7518040533612
2022-01-24,2331.0586457410136
2022-01-25,1035.6349886250773
2022-01-26,2494.7210391441563
2022-01-27,2629.9817511707943
2022-01-28,2088.89242691448
2022-01-29,
2022-01-30,1583.181927545774
2022-01-31,2337.2247012018343
2022-02-01,2173.832623203713
2022-02-02,1539.2473019880886
2022-02-03,1804.260024955904
2022-02-04,1920.3322876520983
2022-02-05,1803.5989017404065
2022-02-06,1318.5442933250124
2022-02-07,2349.510154291948
2022-02-08,1878.2447720490527
2022-02-09,2007.6823879466547
2022-02-10,1710.8667063012867
2022-02-11,2237.6357369859948
2022-02-12,2099.3480921907017
2022-02-13,2606.392194565209
2022-02-14,2240.299356469492
2022-02-15,1898.6577990814446
2022-02-16,1630.1415912487198
2022-02-17,2432.9763419583223
2022-02-18,1858.711950606771
2022-02-19,1914.1412167018896
2022-02-20,1914.0141968536627
2022-02-21,
2022-02-22,1922.7305028850653
2022-02-23,2963.103781366289
2022-02-24,1476.0889729361538
2022-02-25,1592.747894619195
2022-02-26,2692.1622090771248
2022-02-27,1812.5978077524642
2022-02-28,1774.6893579625525
2022-03-01,2517.431928386717
2022-03-02,
2022-03-03,2410.727214626703
2022-03-04,2022.808214660772
2022-03-05,2232.401065415989
2022-03-06,2223.015477626063
2022-03-07,1686.008706758681
2022-03-08,2525.591890074953
2022-03-09,1724.9311442609655
2022-03-10,2204.4245094993707
2022-03-11,2618.8622427645682
2022-03-12,2689.4508499232347
2022-03-13,1866.4368320296537
2022-03-14,2231.5676371205054
2022-03-15,1820.2556048981903
2022-03-16,3251.8981136343873
2022-03-17,2390.0630029369095
2022-03-18,2042.0292179184678
2022-03-19,2156.2810867288713
2022-03-20,2203.5527077230336
2022-03-21,2218.371770391741
2022-03-22,1880.0008911767216
2022-03-23,1802.8363503824125
2022-03-24,1924.0733191367533
2022-03-25,1430.1541474763962
2022-03-26,2359.13720348723
2022-03-27,1599.1474786755136
2022-03-28,1470.0249605076415
2022-03-29,1992.8227667179256
2022-03-30,1934.9386851550566
2022-03-31,20000.0
2022-04-01,1715.897315301795
2022-04-02,1803.7287208845132
2022-04-03,2346.0597525442454
2022-04-04,2315.6086002475968
2022-04-05,2294.762523088339
2022-04-06,2016.9838061757412
2022-04-07,2084.4613116661376
2022-04-08,2115.219443855252
2022-04-09,1671.9791300955117
2022-04-10,2737.0233000730505
2022-04-11,2665.79401624385
2022-04-12,
2022-04-13,1787.069206799201
2022-04-14,2269.5720589750754
2022-04-15,2489.184968884886
2022-04-16,1388.4015491394284
2022-04-17,2847.2558808492486
2022-04-18,1130.3061944221024
2022-04-19,2352.3029098545376
2022-04-20,2726.6411531262347
2022-04-21,1943.4682679864845
2022-04-22,1924.7678000884632
2022-04-23,2333.8303963234616
2022-04-24,
2022-04-25,1859.4661810293169
2022-04-26,1609.5224040670278
2022-04-27,1788.112272196004
2022-04-28,1223.7430038568898
2022-04-29,2448.8789493575778
2022-04-30,1742.9584736430702
2022-05-01,1895.8304229672221
2022-05-02,2454.810565709503
2022-05-03,1811.5448377950756
2022-05-04,2379.5451976941986
2022-05-05,1480.9557480918565
2022-05-06,2479.359714161999
2022-05-07,2170.952510632735
2022-05-08,1955.7104845901658
2022-05-09,2065.446743971898
2022-05-10,1356.6193526736317
2022-05-11,
2022-05-12,1929.165107321698
2022-05-13,1370.2836947812184
2022-05-14,1664.4622865467281
2022-05-15,1935.377371023741
2022-05-16,1696.3539075260792
2022-05-17,793.9430474747915
2022-05-18,2538.193769804433
2022-05-19,1928.9550624551673
2022-05-20,863.0248953817274
2022-05-21,3067.4814698396976
2022-05-22,2620.6961656565945
2022-05-23,20000.0
2022-05-24,1578.7512543166495
2022-05-25,2201.595605380261
2022-05-26,2101.163407442071
2022-05-27,2271.0449624001867
2022-05-28,1580.1898633724759
2022-05-29,2548.8860104858168
2022-05-30,1763.2689384122252
2022-05-31,
2022-06-01,1601.530369771488
2022-06-02,3324.071992876743
2022-06-03,2347.761674482629
2022-06-04,3442.116138286823
2022-06-05,2413.8009881630232
2022-06-06,1719.2678215656579
2022-06-07,2414.690396794598
2022-06-08,2450.288909096608
2022-06-09,
2022-06-10,2315.1962360160283
2022-06-11,2380.8635647038377
2022-06-12,1503.1594946171292
2022-06-13,1467.5707976350238
2022-06-14,1602.8915006927832
2022-06-15,2063.771197185255
2022-06-16,
2022-06-17,1512.2147170385256
2022-06-18,
2022-06-19,2141.52241006824
2022-06-20,2084.464495685427
2022-06-21,1871.0053474130323
2022-06-22,1810.8859488172134
2022-06-23,1579.3344190955117
2022-06-24,
2022-06-25,1648.2535591734068
2022-06-26,2104.6952333464083
2022-06-27,2831.0051981360166
2022-06-28,1833.8711276553247
2022-06-29,2480.351070359597
2022-06-30,2284.3545080178365
2022-07-01,2155.7337816305267
2022-07-02,2215.1742209523763
2022-07-03,
2022-07-04,2017.3879843967202
2022-07-05,1725.9430258871378
2022-07-06,2020.7285605670445
2022-07-07,1707.3870021082514
2022-07-08,2502.8275465382985
2022-07-09,1150.251285660778
2022-07-10,2240.526645562741
2022-07-11,2168.2933507111397
2022-07-12,
2022-07-13,2512.249474432743
2022-07-14,1856.9382049785263
2022-07-15,2127.716922286025
2022-07-16,1141.7290559067735
2022-07-17,
