EmployeeID,Age,Department,Salary
1317,51,Finance,47504.25005962514
1676,25,,34756.26238312626
1224,34,IT,69603.11143812911
1818,31,,52727.58555807591
1233,29,Finance,60251.27756935136
1683,54,,54579.79669320599
1663,32,IT,52274.282410409454
1974,55,HR,40871.20870990369
1826,55,,43603.59462330249
1373,,IT,88202.49922172967
1671,42,IT,60544.30687860302
1607,49,Finance,59523.6170617058
1471,28,Finance,55173.45512374879
1232,31,,51663.34218331652
1691,57,HR,45369.182700822385
1112,34,IT,62751.40983975213
1829,50,,43662.308983669354
1496,55,IT,72198.29149870761
1441,41,IT,35984.725871322335
1563,57,HR,30752.338581052878
1267,25,HR,60116.01862241479
1509,39,,37564.43812470188
1806,34,HR,73820.66234104373
1385,46,HR,57549.27003224973
1386,24,,55848.30229208593
1112,45,HR,68214.04475688918
1612,45,Finance,52727.58555807591
1624,38,IT,39630.23943474835
1951,28,IT,51935.971973602536
1080,59,IT,50730.12257490239
1698,34,IT,78234.38350751283
1112,52,,51295.51350610135
1001,58,IT,34022.22973874831
1641,53,IT,61337.82439639909
1219,43,IT,59544.39752657915
1565,35,IT,41560.79775757016
1854,53,Finance,65980.21439812446
1996,45,IT,49193.832365463124
1735,37,Finance,53589.627002305184
1224,53,,60251.27756935136
1384,22,HR,35910.09893201091
1402,34,IT,10643.176466761019
1637,59,HR,49311.78827028622
1129,26,HR,62636.748873592165
1052,26,,62889.65146540167
1683,23,HR,30798.12039600216
1729,27,Finance,53589.627002305184
1671,28,HR,1000000.0
1709,35,HR,58652.572518118905
1415,49,HR,38269.642023388406
1246,53,IT,53176.24577121691
1835,50,IT,23750.33188671805
1438,59,Finance,59523.6170617058
1202,47,Finance,33961.24109071762
1183,56,IT,52727.58555807591
1122,49,Finance,39359.31938663209
1400,58,IT,60230.89262865201
1766,53,,74091.7923774694
1293,57,HR,40786.45072176954
1279,47,HR,41739.6264270453
1836,53,Finance,55508.4844913332
1883,24,IT,36980.00000692179
1609,42,IT,47471.155687838764
1197,22,Finance,55512.834537640556
1981,30,IT,44519.555138409036
1906,25,,61181.06296018103
1510,30,HR,38269.642023388406
1751,53,Finance,41415.544208239015
1143,58,Finance,52992.3191341612
1608,33,IT,70067.46531449175
1200,51,Finance,56490.928986952764
1123,56,,54725.60733772423
1186,44,IT,59513.61714588833
1325,35,IT,79158.15339662906
1463,49,IT,41628.35963441066
1348,28,IT,30150.934653423425
1770,25,,62651.214640939994
1659,49,IT,30996.58292714223
1763,24,Finance,50614.80184663913
1954,32,,46067.394457042385
1931,22,HR,63893.66482287337
1402,47,HR,36835.363703606374
1345,51,Finance,71303.8539866294
1962,56,Finance,49795.95748332016
1510,56,,54226.02595744061
1146,46,HR,61769.004776550624
1147,47,HR,36359.52845539081
1863,25,HR,57049.97391144755
1710,40,HR,81235.23116143377
1819,31,HR,54400.909334628544
1488,30,IT,74248.55741176124
1928,58,Finance,61371.59297776208
1935,26,IT,36683.629921831474
1639,28,HR,58045.870584266886
1550,43,,21806.59057984967
1337,46,,88202.49922172967
1871,32,HR,30150.934653423425
1640,46,HR,41370.65435145845
1778,33,,60711.29169428797
1987,38,IT,81934.198336184
1952,45,IT,41979.26588284032
1472,53,HR,44901.28241346175
1945,32,IT,53472.691089433574
1150,56,,56906.295941600714
1414,24,IT,53204.68822268707
1989,25,HR,36449.847705545035
1297,57,,74091.7923774694
1610,28,IT,59465.84777032259
1262,48,Finance,66347.5330467565
1763,51,,50415.82532714855
1143,29,,37460.68880628956
1345,49,Finance,59523.6170617058
1623,34,Finance,84173.73054771872
1571,42,,42453.79191343017
1880,31,Finance,32163.907012942287
1001,43,HR,49927.630671423045
1896,,HR,55364.36388985842
1303,57,HR,86110.66375896828
1253,41,,62134.782725494646
1651,46,Finance,48862.64567722606
1452,56,Finance,64006.75869308515
1036,43,IT,30687.21460911052
1159,,IT,48316.28799572512
1008,35,Finance,41447.811810754465
1232,41,Finance,46386.3313235957
1098,29,Finance,21793.35417312743
1658,29,,35689.073783805165
1815,30,Finance,38552.76765284428
1207,46,IT,30829.122813232978
1130,55,,54604.06561039328
1403,45,Finance,30596.963846095045
1151,46,IT,45921.31998389846
1053,31,,40675.59238946145
1119,58,Finance,45560.34734891399
1672,22,Finance,51039.410908233345
1919,27,Finance,36980.00000692179
1627,38,,71860.37837406532
1586,47,IT,50909.132535123994
1624,54,IT,35449.94048736436
1967,47,HR,21132.677584267254
1419,37,Finance,34706.575524201704
1421,44,HR,52248.97505095087
1103,45,HR,59819.81244362012
1851,27,IT,48152.32677784926
1253,26,,42431.713443736735
1226,44,,55192.66618749112
1111,53,IT,42300.33157514945
1509,49,,53776.815603409086
1472,42,HR,63135.7379360147
1098,46,Finance,37099.7995763219
1152,48,IT,53093.713186067944
1860,41,Finance,59255.45255481044
1913,27,,43822.60768521621
1895,37,Finance,48661.61820625004
1877,40,,75827.76744416497
1337,40,,66267.90569742632
1705,42,HR,42300.33157514945
1821,48,,74622.90422966226
1162,27,HR,55679.99351377117
1719,,HR,35849.254259450965
1956,52,HR,56922.686075237136
1680,33,IT,61595.20043380717
1995,50,IT,43093.90076541137
1160,43,,68579.48072061682
1579,39,HR,49578.64529887967
1800,52,IT,48903.965473893906
1397,50,HR,52036.30819876498
1276,49,Finance,73820.66234104373
1815,49,Finance,44519.555138409036
1915,50,Finance,35897.7662834493
1503,36,,61388.164998797496
1895,39,HR,60072.20901510376
1391,38,Finance,61769.004776550624
1134,,IT,52366.261715445726
1194,34,Finance,36468.70601222387
1400,22,Finance,33088.654157802375
1639,48,Finance,58082.09317627931
1032,50,,75038.43131960453
1687,58,IT,75109.07627183781
1459,24,HR,28943.650324211252
1954,,IT,60408.17667470981
1882,28,HR,55788.265746264886
1469,49,,62805.87008385916
1374,59,,54579.79669320599
1021,23,,43603.59462330249
1749,52,,78142.60119841568
1669,30,HR,64177.90590520391
1037,30,Finance,60982.10845227674
1229,39,HR,71704.00307299335
1364,54,IT,53840.82296424889
1562,53,,67994.88013787853
1437,43,,65031.278248856135
1775,48,IT,52959.50629989278
1282,52,HR,31689.949254771305
1026,27,Finance,61181.06296018103
1225,49,Finance,44631.33364428257
1276,28,IT,52588.91155872299
1797,,Finance,65263.11374910129
1608,23,HR,67017.20780126478
1283,44,HR,43662.308983669354
1878,43,IT,35010.30863524794
1959,28,HR,42537.5201239229
1480,57,,58380.36449049913
1452,23,IT,46067.394457042385
1828,53,HR,44697.5683069747
1815,48,IT,85455.76803945052
1658,28,Finance,41447.811810754465
1515,54,HR,70777.23387818485
1546,55,,22395.06445648742
1191,52,HR,28202.522806185836
1048,44,IT,46067.394457042385
1511,34,IT,42369.24168353234
1016,52,HR,52274.282410409454
1171,36,,63602.86542688603
1219,24,,53028.49339442676
1157,57,,68968.67566007696
1476,41,IT,78785.01339827909
1045,34,HR,71528.70539708804
1372,51,Finance,58045.870584266886
1517,38,IT,64427.81534307408
1098,27,,33475.071269308966
1891,30,HR,40002.192780897276
1744,27,,53737.978141034844
1036,53,Finance,54675.527031968275
1279,43,,39390.41989507501
1348,41,,-802.2064223245034
1496,39,Finance,38269.642023388406
1301,39,HR,30070.92170606655
1180,56,IT,66145.5799286177
1606,49,HR,58636.69673999679
1098,38,Finance,72054.81158054728
1699,22,,30559.645696229116
1992,,HR,21793.35417312743
1115,25,IT,41762.79534431424
1190,40,Finance,60080.90778640651
1252,31,HR,42783.896639232735
1980,22,IT,39915.82591718602
1927,23,Finance,51849.9361158581
1982,43,IT,53028.49339442676
1160,32,Finance,66307.92776592956
1255,40,,47640.53862198645
1322,25,HR,61769.004776550624
1127,57,IT,60544.30687860302
1017,58,Finance,86516.12949856522
1792,50,IT,67930.04177004224
1734,29,IT,44614.661542163216
1565,54,HR,79158.15339662906
1569,55,,56710.38953285916
1322,42,IT,59153.66563407119
1871,44,Finance,49439.64738137092
1685,37,Finance,67132.40042379293
1791,30,,46794.31772006178
1625,50,Finance,61388.164998797496
1287,43,,37099.7995763219
1942,52,Finance,35897.7662834493
1853,37,HR,70341.17220210063
1662,37,IT,56073.71148438694
1961,34,HR,51697.01356519957
1638,29,IT,34756.26238312626
1154,22,IT,62971.17037461261
1489,45,IT,52248.97505095087
1385,59,HR,45369.182700822385
1985,29,IT,71175.64063897183
1784,42,HR,32027.239510964966
1103,24,,36683.629921831474
1928,46,Finance,50415.82532714855
1392,49,Finance,72218.57822883205
1810,54,IT,37006.59577989125
1245,43,HR,48730.21187227358
1175,57,Finance,58273.38905318636
1038,31,HR,65438.326868508404
1476,26,HR,45351.76889534373
1681,38,IT,42783.896639232735
1758,41,Finance,70504.85649018265
1537,56,IT,40675.59238946145
1866,58,IT,36711.26006061081
1817,54,Finance,50909.132535123994
1920,37,Finance,54468.81597889704
1407,57,,51039.410908233345
1524,45,,64177.90590520391
1827,58,HR,28403.386803348734
1505,32,Finance,59465.84777032259
1902,43,,41739.6264270453
1824,42,HR,62636.748873592165
1035,41,HR,47252.32596642157
1684,47,HR,51443.911646050736
1019,51,,33141.477997023605
1320,26,Finance,73167.8900551714
1775,47,IT,9288.390492633705
1511,54,HR,34895.30789830038
1399,32,,59255.45255481044
1653,27,,57606.21888139323
1971,30,IT,75348.40184939434
1882,37,IT,34445.734910375875
1470,46,,41272.432521244686
1142,41,Finance,63524.163718526106
1091,48,IT,39063.81255345952
1353,22,,64512.31623857958
1833,,IT,73534.01743516243
1799,56,Finance,61912.100901142694
1726,46,HR,69045.18259403201
1958,49,IT,65415.56609908535
1853,41,Finance,51043.22131635865
1050,31,,51215.943060404854
1664,31,IT,76485.63899675605
1697,56,IT,36683.629921831474
1574,59,,48691.76602376525
1189,55,HR,28202.522806185836
1124,54,,70504.85649018265
1149,44,IT,44677.889747236695
1313,42,,42794.337635295175
1569,25,Finance,82048.38693204087
1341,53,,63132.61970767263
1304,56,IT,44697.5683069747
1691,40,,63132.61970767263
1681,39,HR,59581.74619172314
1837,55,,56125.17746592167
1782,37,HR,60116.01862241479
1053,54,Finance,55224.08339604087
1443,29,HR,11141.810403199132
1612,46,,54375.95565880112
1992,22,IT,75876.75998387858
1263,29,HR,21132.677584267254
1052,29,Finance,66832.62543202528
1571,37,HR,35869.011476564505
1619,,HR,66980.52479442554
1004,45,HR,52515.8873307683
1102,45,Finance,54475.661789017686
1195,59,,27840.079386407902
1773,55,HR,53869.432423724866
1876,23,HR,51295.32973250556
1991,57,IT,37170.04228416112
1883,50,Finance,42093.17921877325
1349,58,HR,73477.57898793316
1046,54,Finance,42671.03627011004
1866,32,HR,-802.2064223245034
1822,39,,29638.955603206836
1935,57,,47038.55692036941
1819,37,HR,10528.521748701409
1655,30,,31905.930360757975
1268,32,HR,44631.33364428257
1369,36,,66709.22949823491
1635,44,IT,54288.77990713974
1105,39,IT,38269.642023388406
1669,28,IT,53414.79923946956
1658,51,Finance,61737.40242050932
1656,41,Finance,68161.09308408629
1119,37,IT,33220.70998349661
1830,43,Finance,78913.54077767293
1786,57,,37402.62128821749
1603,36,HR,74615.69944593437
1057,26,HR,37877.87218389096
1950,28,HR,58965.97562170436
1345,45,IT,36739.7681816119
1740,38,Finance,35869.011476564505
1473,45,,37715.049647619846
1116,32,,38083.60919796979
1829,35,IT,42671.03627011004
1790,46,,55587.43564685
1126,46,,39868.078327163326
1392,52,,49076.850891799266
1907,30,,48534.15420393622
1640,36,Finance,51696.442067303564
1057,27,,102438.16684400149
1633,37,HR,49700.368569201455
1512,43,IT,28202.522806185836
1750,46,Finance,81641.66891963688
1801,41,,42525.98175349475
1095,42,Finance,30996.58292714223
1637,27,,30680.789157230007
1117,34,HR,62805.87008385916
1559,35,IT,54475.661789017686
1600,27,,60909.79770531072
1487,29,,53298.75725908901
1236,28,,58636.69673999679
1884,43,,31119.025261054838
1896,49,IT,39063.81255345952
1271,38,IT,71850.64925092692
1188,51,HR,48731.55501284288
1998,50,IT,37017.3022283599
1703,59,,31905.930360757975
1446,55,HR,34445.734910375875
1580,38,HR,59523.6170617058
1789,59,HR,55100.89050291202
1860,37,,37738.972833669184
1246,34,Finance,50041.42753825905
1962,51,,65909.64395729247
1075,44,IT,39553.703106160945
1153,55,IT,31375.756703059586
1655,54,,48731.55501284288
1434,23,,66347.5330467565
1996,57,HR,34039.48647198354
1085,46,,50833.6333999724
1696,43,HR,67950.36226481956
1284,59,IT,53448.897018401454
1973,35,HR,49762.70434606898
1219,24,,47471.155687838764
1068,49,IT,57606.21888139323
1046,42,Finance,46767.52696520196
1093,45,HR,47252.12981424317
1749,33,IT,27129.418250182913
1957,38,HR,36683.629921831474
1452,53,IT,37715.049647619846
1203,36,IT,43603.59462330249
1911,22,HR,30070.92170606655
1217,55,Finance,63602.86542688603
1473,54,IT,57856.4032616852
1431,50,IT,51723.03565308323
1340,33,IT,57797.972780184034
1550,33,Finance,41093.07016615513
1611,38,Finance,43828.68541010944
1288,52,,62194.356685484745
1253,52,HR,48862.64567722606
1733,55,Finance,81235.23116143377
1356,59,HR,54789.99784540079
1022,49,,81641.66891963688
1761,49,HR,58045.870584266886
1521,36,Finance,43462.54488617732
1757,30,HR,49311.78827028622
1836,50,Finance,46176.50232697311
1099,45,HR,14124.175134308098
1801,59,Finance,-274.15775357017264
1179,40,Finance,81641.66891963688
1222,25,HR,53969.66007681933
1905,,,48523.415207665515
1761,50,IT,39868.078327163326
1658,23,,65263.11374910129
1441,34,HR,68968.67566007696
1607,50,,62179.10492592937
1768,24,Finance,53448.897018401454
1324,38,IT,35056.519156662194
1515,57,HR,63524.163718526106
1015,45,HR,69499.61070088629
1791,,HR,27129.418250182913
1335,35,IT,60116.01862241479
1758,29,Finance,57797.972780184034
1257,35,HR,51085.663794215514
1496,44,,24496.926881779007
1987,24,HR,69371.05322324013
1895,32,HR,68138.99166453109
1159,57,HR,62562.618087248586
1474,57,HR,45233.29093495895
1851,26,Finance,52114.08328387155
1663,59,,57397.58004802582
1907,44,Finance,52727.58555807591
1689,31,,30084.261563650805
1674,33,HR,47537.308825692424
1379,54,IT,51465.137833404195
1544,45,Finance,47252.32596642157
1928,27,IT,65811.93014028468
1956,24,Finance,18057.30388834938
1690,28,HR,54681.04396692451
1426,40,Finance,53301.04449450079
1612,49,HR,66130.90168469115
1267,30,Finance,45466.2548611772
1834,54,HR,78913.54077767293
1576,46,HR,55269.332141368126
1416,23,,40711.45302530838
1167,26,HR,52036.30819876498
1841,25,,50381.40053917452
1042,25,HR,44325.57088608182
1555,43,IT,47772.08671457551
1284,29,HR,45686.13470824718
1396,55,IT,57043.38754029391
1011,40,IT,64221.82158650967
1606,55,HR,47219.94315776363
1301,38,IT,44765.22955064622
1897,37,,37460.68880628956
1252,44,Finance,64427.81534307408
1498,23,HR,75782.75735607232
1753,52,IT,72240.72191258622
1034,55,HR,5.0
1726,58,,36739.7681816119
1848,33,HR,42525.98175349475
1089,45,HR,49276.908777694065
1775,29,IT,49578.64529887967
1604,24,,36449.847705545035
1921,34,Finance,16801.589779597532
1969,57,Finance,6126.122312049847
1601,54,IT,51691.8179394364
1417,31,HR,49795.95748332016
1114,23,IT,53298.75725908901
1616,48,IT,46794.31772006178
1902,49,IT,56535.12366358867
1195,29,HR,82986.47270835054
1825,23,,70232.44130658725
1500,45,IT,73525.08914045186
1625,54,HR,46312.25031533005
1492,32,,52274.282410409454
1074,29,IT,74091.7923774694
1412,35,Finance,59277.26769179783
1375,45,,59462.237737169286
1419,25,IT,40284.67961474854
1728,31,,54011.10473533196
1276,54,,40284.67961474854
1760,44,,33774.45740629398
1675,35,,29817.727456216668
1393,58,,42373.169899553846
1868,28,,61388.164998797496
1456,25,IT,59900.15889675677
1919,46,Finance,36683.629921831474
1191,38,HR,45233.29093495895
1738,26,,30184.90256202245
1688,57,HR,50730.12257490239
1098,33,IT,74622.90422966226
1547,48,,33141.477997023605
1977,25,Finance,34039.48647198354
1998,33,HR,55965.52655760944
1095,37,,75348.40184939434
1663,52,IT,47874.56485928565
1662,49,Finance,35099.32691624215
1189,23,HR,73436.89260293171
1735,54,HR,62903.06363030726
1036,47,,32211.33486150731
1779,33,Finance,48661.61820625004
1368,53,Finance,61742.55747106838
1694,26,Finance,42344.97525188378
1524,44,Finance,50934.73468145805
1278,39,IT,48661.61820625004
1216,36,Finance,39915.82591718602
1866,48,HR,37925.14008604568
1872,53,HR,32640.200195232734
1797,33,IT,38165.88846861395
1272,45,HR,51788.64993943835
1880,56,HR,84505.93464027757
1061,47,Finance,30798.12039600216
1595,58,HR,33718.15884655676
1879,27,IT,61755.78172721849
1728,25,Finance,45119.556824728774
1341,51,,62442.108938471996
1396,43,Finance,66871.97966889787
1698,30,IT,30184.90256202245
1018,52,Finance,76453.36160010076
1176,50,Finance,50041.42753825905
1611,59,IT,52274.282410409454
1395,51,Finance,52992.3191341612
1444,38,IT,63132.61970767263
1232,56,IT,65899.10834088727
1914,22,,53935.43570485494
1075,34,HR,60711.29169428797
1264,33,HR,30829.122813232978
1454,49,Finance,70777.23387818485
1795,32,Finance,24664.12326006656
1717,59,,24671.565248154733
1734,22,,40581.75178337316
1383,52,,52440.04998496298
1563,33,IT,56073.71148438694
1850,47,,41739.6264270453
1505,37,,59921.34176125021
1366,51,Finance,40786.45072176954
1143,54,,55269.332141368126
1884,44,IT,56063.85792520178
1068,55,IT,37799.680283166235
1098,26,Finance,54551.67126386068
1395,39,,60982.10845227674
1024,50,,75782.75735607232
1947,27,IT,53472.691089433574
1890,30,,44115.27846899145
1468,52,,46450.36721703431
1483,54,,43052.527002928015
1564,48,HR,61742.55747106838
1150,35,Finance,30752.338581052878
1143,50,HR,35927.33936858442
1568,57,Finance,59819.81244362012
1038,49,IT,32873.538612263
1108,42,,52772.19906146278
1692,24,Finance,37099.7995763219
1041,40,HR,74615.69944593437
1185,52,,36683.629921831474
1934,56,IT,34892.2445929094
1397,24,Finance,49270.89657690777
1222,47,Finance,62971.17037461261
1633,37,Finance,10528.521748701409
1132,32,,39868.078327163326
1162,42,HR,41370.65435145845
1214,37,HR,66717.7442632769
1732,30,Finance,80626.18865844278
1234,,IT,52772.19906146278
1842,42,IT,31791.089290211534
1657,46,HR,42344.97525188378
1750,38,IT,58434.749309348874
1587,34,HR,16801.589779597532
1008,49,Finance,61191.32179309527
1073,32,HR,55830.80184576663
1953,56,HR,38269.642023388406
1491,55,Finance,23324.735491019288
1912,32,IT,42988.48484262545
1252,27,HR,54901.983648346715
1229,49,HR,62724.942505644955
1518,31,Finance,53176.24577121691
1173,53,IT,59513.61714588833
1652,26,HR,84173.73054771872
1167,35,Finance,39557.71461555318
1169,52,HR,45388.6483310261
1392,31,,50152.62606112146
1945,43,Finance,39868.078327163326
1794,46,IT,31922.873116935847
1633,54,IT,53090.7427681927
1193,54,IT,54881.47637804446
1516,49,IT,45151.43053216865
1028,24,HR,47252.12981424317
1164,37,HR,28406.539199357238
1421,55,IT,46386.3313235957
1338,33,IT,53028.49339442676
1647,59,IT,25080.807600833483
1495,35,HR,21793.35417312743
1364,49,IT,61742.55747106838
1832,49,IT,40871.20870990369
1341,31,,74152.57294067909
1499,52,,59544.39752657915
1656,22,IT,30184.90256202245
1510,34,Finance,51344.93376662389
1326,40,IT,47038.55692036941
1216,42,,52807.46030729243
1300,31,Finance,26107.958009712715
1131,47,Finance,66130.90168469115
1803,23,IT,65849.82925659188
1069,37,,49672.91992877248
1251,48,,46696.18097755867
1414,49,Finance,74091.7923774694
1786,41,IT,61013.27328062294
1444,36,HR,54696.78244620896
1875,57,HR,58758.29441562969
1181,40,,45369.182700822385
1166,26,HR,43637.01466957833
1090,39,,60116.01862241479
1713,25,,53093.713186067944
1857,23,,61427.05667130175
1530,,HR,43783.128473445104
1038,58,,62903.06363030726
1125,35,Finance,57606.21888139323
1450,54,IT,54100.50118957887
1172,55,IT,36432.27966515851
1652,45,,30150.934653423425
1753,44,IT,66129.71209039033
1219,32,HR,54071.32240701414
1637,38,HR,32873.538612263
